"State","Sector","Fuel","Year","Value"
"New Hampshire","Transport","Coal",1996,0
"New Hampshire","Transport","Petroleum Products",1996,5.9
"New Hampshire","Transport","Natural Gas",1996,0
"New Hampshire","Transport","Total",1996,5.9
"New Hampshire","Electricity","Coal",1996,3.4
"New Hampshire","Electricity","Petroleum Products",1996,0.7
"New Hampshire","Electricity","Natural Gas",1996,0
"New Hampshire","Electricity","Total",1996,4.1
"New Hampshire","Residential","Coal",1997,0
"New Hampshire","Residential","Petroleum Products",1997,2.5
"New Hampshire","Residential","Natural Gas",1997,0.4
"New Hampshire","Residential","Total",1997,2.9
"New Hampshire","Commercial","Coal",1997,0
"New Hampshire","Commercial","Petroleum Products",1997,1
"New Hampshire","Commercial","Natural Gas",1997,0.4
"New Hampshire","Commercial","Total",1997,1.4
"New Hampshire","Industry","Coal",1997,0
"New Hampshire","Industry","Petroleum Products",1997,0.7
"New Hampshire","Industry","Natural Gas",1997,0.3
"New Hampshire","Industry","Total",1997,1
"New Hampshire","Transport","Coal",1997,0
"New Hampshire","Transport","Petroleum Products",1997,6.2
"New Hampshire","Transport","Natural Gas",1997,0
"New Hampshire","Transport","Total",1997,6.2
"New Hampshire","Electricity","Coal",1997,4.2
"New Hampshire","Electricity","Petroleum Products",1997,0.9
"New Hampshire","Electricity","Natural Gas",1997,0
"New Hampshire","Electricity","Total",1997,5.1
"New Hampshire","Residential","Coal",1998,0
"New Hampshire","Residential","Petroleum Products",1998,2.4
"New Hampshire","Residential","Natural Gas",1998,0.3
"New Hampshire","Residential","Total",1998,2.8
"New Hampshire","Commercial","Coal",1998,0
"New Hampshire","Commercial","Petroleum Products",1998,0.8
"New Hampshire","Commercial","Natural Gas",1998,0.4
"New Hampshire","Commercial","Total",1998,1.2
"New Hampshire","Industry","Coal",1998,0
"New Hampshire","Industry","Petroleum Products",1998,0.7
"New Hampshire","Industry","Natural Gas",1998,0.3
"New Hampshire","Industry","Total",1998,1
"New Hampshire","Transport","Coal",1998,0
"New Hampshire","Transport","Petroleum Products",1998,6.8
"New Hampshire","Transport","Natural Gas",1998,0
"New Hampshire","Transport","Total",1998,6.8
"New Hampshire","Electricity","Coal",1998,3.6
"New Hampshire","Electricity","Petroleum Products",1998,1.2
"New Hampshire","Electricity","Natural Gas",1998,0
"New Hampshire","Electricity","Total",1998,4.8
"New Hampshire","Residential","Coal",1999,0
"New Hampshire","Residential","Petroleum Products",1999,2.5
"New Hampshire","Residential","Natural Gas",1999,0.4
"New Hampshire","Residential","Total",1999,2.8
"New Hampshire","Commercial","Coal",1999,0
"New Hampshire","Commercial","Petroleum Products",1999,0.9
"New Hampshire","Commercial","Natural Gas",1999,0.4
"New Hampshire","Commercial","Total",1999,1.2
"New Hampshire","Industry","Coal",1999,0
"New Hampshire","Industry","Petroleum Products",1999,0.7
"New Hampshire","Industry","Natural Gas",1999,0.3
"New Hampshire","Industry","Total",1999,1
"New Hampshire","Transport","Coal",1999,0
"New Hampshire","Transport","Petroleum Products",1999,7.1
"New Hampshire","Transport","Natural Gas",1999,0
"New Hampshire","Transport","Total",1999,7.1
"New Hampshire","Electricity","Coal",1999,3.3
"New Hampshire","Electricity","Petroleum Products",1999,1.3
"New Hampshire","Electricity","Natural Gas",1999,0
"New Hampshire","Electricity","Total",1999,4.7
"New Hampshire","Residential","Coal",2000,0
"New Hampshire","Residential","Petroleum Products",2000,2.5
"New Hampshire","Residential","Natural Gas",2000,0.4
"New Hampshire","Residential","Total",2000,2.9
"New Hampshire","Commercial","Coal",2000,0
"New Hampshire","Commercial","Petroleum Products",2000,1
"New Hampshire","Commercial","Natural Gas",2000,0.5
"New Hampshire","Commercial","Total",2000,1.5
"New Hampshire","Industry","Coal",2000,0
"New Hampshire","Industry","Petroleum Products",2000,0.8
"New Hampshire","Industry","Natural Gas",2000,0.5
"New Hampshire","Industry","Total",2000,1.3
"New Hampshire","Transport","Coal",2000,0
"New Hampshire","Transport","Petroleum Products",2000,7.2
"New Hampshire","Transport","Natural Gas",2000,0
"New Hampshire","Transport","Total",2000,7.2
"New Hampshire","Electricity","Coal",2000,4.1
"New Hampshire","Electricity","Petroleum Products",2000,0.4
"New Hampshire","Electricity","Natural Gas",2000,0
"New Hampshire","Electricity","Total",2000,4.6
"New Hampshire","Residential","Coal",2001,0
"New Hampshire","Residential","Petroleum Products",2001,2.4
"New Hampshire","Residential","Natural Gas",2001,0.4
"New Hampshire","Residential","Total",2001,2.8
"New Hampshire","Commercial","Coal",2001,0
"New Hampshire","Commercial","Petroleum Products",2001,1
"New Hampshire","Commercial","Natural Gas",2001,0.4
"New Hampshire","Commercial","Total",2001,1.4
"New Hampshire","Industry","Coal",2001,0
"New Hampshire","Industry","Petroleum Products",2001,0.8
"New Hampshire","Industry","Natural Gas",2001,0.5
"New Hampshire","Industry","Total",2001,1.3
"New Hampshire","Transport","Coal",2001,0
"New Hampshire","Transport","Petroleum Products",2001,7.2
"New Hampshire","Transport","Natural Gas",2001,0
"New Hampshire","Transport","Total",2001,7.2
"New Hampshire","Electricity","Coal",2001,3.8
"New Hampshire","Electricity","Petroleum Products",2001,0.4
"New Hampshire","Electricity","Natural Gas",2001,0
"New Hampshire","Electricity","Total",2001,4.2
"New Hampshire","Residential","Coal",2002,0
"New Hampshire","Residential","Petroleum Products",2002,2.2
"New Hampshire","Residential","Natural Gas",2002,0.4
"New Hampshire","Residential","Total",2002,2.6
"New Hampshire","Commercial","Coal",2002,0
"New Hampshire","Commercial","Petroleum Products",2002,0.9
"New Hampshire","Commercial","Natural Gas",2002,0.5
"New Hampshire","Commercial","Total",2002,1.4
"New Hampshire","Industry","Coal",2002,0
"New Hampshire","Industry","Petroleum Products",2002,0.7
"New Hampshire","Industry","Natural Gas",2002,0.4
"New Hampshire","Industry","Total",2002,1.1
"New Hampshire","Transport","Coal",2002,0
"New Hampshire","Transport","Petroleum Products",2002,8.1
"New Hampshire","Transport","Natural Gas",2002,0
"New Hampshire","Transport","Total",2002,8.1
"New Hampshire","Electricity","Coal",2002,3.8
"New Hampshire","Electricity","Petroleum Products",2002,0.6
"New Hampshire","Electricity","Natural Gas",2002,0.1
"New Hampshire","Electricity","Total",2002,4.4
"New Hampshire","Residential","Coal",2003,0
"New Hampshire","Residential","Petroleum Products",2003,2.8
"New Hampshire","Residential","Natural Gas",2003,0.4
"New Hampshire","Residential","Total",2003,3.2
"New Hampshire","Commercial","Coal",2003,0
"New Hampshire","Commercial","Petroleum Products",2003,1.2
"New Hampshire","Commercial","Natural Gas",2003,0.5
"New Hampshire","Commercial","Total",2003,1.7
"New Hampshire","Industry","Coal",2003,0
"New Hampshire","Industry","Petroleum Products",2003,0.7
"New Hampshire","Industry","Natural Gas",2003,0.4
"New Hampshire","Industry","Total",2003,1.1
"New Hampshire","Transport","Coal",2003,0
"New Hampshire","Transport","Petroleum Products",2003,7.6
"New Hampshire","Transport","Natural Gas",2003,0
"New Hampshire","Transport","Total",2003,7.6
"New Hampshire","Electricity","Coal",2003,3.9
"New Hampshire","Electricity","Petroleum Products",2003,1.7
"New Hampshire","Electricity","Natural Gas",2003,1.6
"New Hampshire","Electricity","Total",2003,7.3
"New Hampshire","Residential","Coal",2004,0
"New Hampshire","Residential","Petroleum Products",2004,2.9
"New Hampshire","Residential","Natural Gas",2004,0.4
"New Hampshire","Residential","Total",2004,3.3
"New Hampshire","Commercial","Coal",2004,0
"New Hampshire","Commercial","Petroleum Products",2004,1.4
"New Hampshire","Commercial","Natural Gas",2004,0.5
"New Hampshire","Commercial","Total",2004,1.9
"New Hampshire","Industry","Coal",2004,0
"New Hampshire","Industry","Petroleum Products",2004,0.7
"New Hampshire","Industry","Natural Gas",2004,0.4
"New Hampshire","Industry","Total",2004,1.2
"New Hampshire","Transport","Coal",2004,0
"New Hampshire","Transport","Petroleum Products",2004,7.8
"New Hampshire","Transport","Natural Gas",2004,0
"New Hampshire","Transport","Total",2004,7.8
"New Hampshire","Electricity","Coal",2004,4.1
"New Hampshire","Electricity","Petroleum Products",2004,1.6
"New Hampshire","Electricity","Natural Gas",2004,2.1
"New Hampshire","Electricity","Total",2004,7.8
"New Hampshire","Residential","Coal",2005,0
"New Hampshire","Residential","Petroleum Products",2005,2.7
"New Hampshire","Residential","Natural Gas",2005,0.4
"New Hampshire","Residential","Total",2005,3.1
"New Hampshire","Commercial","Coal",2005,0
"New Hampshire","Commercial","Petroleum Products",2005,1.5
"New Hampshire","Commercial","Natural Gas",2005,0.5
"New Hampshire","Commercial","Total",2005,2
"New Hampshire","Industry","Coal",2005,0
"New Hampshire","Industry","Petroleum Products",2005,0.7
"New Hampshire","Industry","Natural Gas",2005,0.4
"New Hampshire","Industry","Total",2005,1
"New Hampshire","Transport","Coal",2005,0
"New Hampshire","Transport","Petroleum Products",2005,7.3
"New Hampshire","Transport","Natural Gas",2005,0
"New Hampshire","Transport","Total",2005,7.3
"New Hampshire","Electricity","Coal",2005,4.2
"New Hampshire","Electricity","Petroleum Products",2005,1.1
"New Hampshire","Electricity","Natural Gas",2005,2.5
"New Hampshire","Electricity","Total",2005,7.8
"New Hampshire","Residential","Coal",2006,0
"New Hampshire","Residential","Petroleum Products",2006,2.4
"New Hampshire","Residential","Natural Gas",2006,0.4
"New Hampshire","Residential","Total",2006,2.7
"New Hampshire","Commercial","Coal",2006,0
"New Hampshire","Commercial","Petroleum Products",2006,0.9
"New Hampshire","Commercial","Natural Gas",2006,0.5
"New Hampshire","Commercial","Total",2006,1.4
"New Hampshire","Industry","Coal",2006,0
"New Hampshire","Industry","Petroleum Products",2006,0.9
"New Hampshire","Industry","Natural Gas",2006,0.3
"New Hampshire","Industry","Total",2006,1.2
"New Hampshire","Transport","Coal",2006,0
"New Hampshire","Transport","Petroleum Products",2006,7.2
"New Hampshire","Transport","Natural Gas",2006,0
"New Hampshire","Transport","Total",2006,7.2
"New Hampshire","Electricity","Coal",2006,4.2
"New Hampshire","Electricity","Petroleum Products",2006,0.3
"New Hampshire","Electricity","Natural Gas",2006,2.3
"New Hampshire","Electricity","Total",2006,6.8
"New Hampshire","Residential","Coal",2007,0
"New Hampshire","Residential","Petroleum Products",2007,2.3
"New Hampshire","Residential","Natural Gas",2007,0.4
"New Hampshire","Residential","Total",2007,2.7
"New Hampshire","Commercial","Coal",2007,0
"New Hampshire","Commercial","Petroleum Products",2007,0.9
"New Hampshire","Commercial","Natural Gas",2007,0.5
"New Hampshire","Commercial","Total",2007,1.4
"New Hampshire","Industry","Coal",2007,0
"New Hampshire","Industry","Petroleum Products",2007,0.6
"New Hampshire","Industry","Natural Gas",2007,0.3
"New Hampshire","Industry","Total",2007,0.9
"New Hampshire","Transport","Coal",2007,0
"New Hampshire","Transport","Petroleum Products",2007,7.3
"New Hampshire","Transport","Natural Gas",2007,0
"New Hampshire","Transport","Total",2007,7.3
"New Hampshire","Electricity","Coal",2007,4.2
"New Hampshire","Electricity","Petroleum Products",2007,0.3
"New Hampshire","Electricity","Natural Gas",2007,2.2
"New Hampshire","Electricity","Total",2007,6.7
"New Hampshire","Residential","Coal",2008,0
"New Hampshire","Residential","Petroleum Products",2008,2.3
"New Hampshire","Residential","Natural Gas",2008,0.4
"New Hampshire","Residential","Total",2008,2.7
"New Hampshire","Commercial","Coal",2008,0
"New Hampshire","Commercial","Petroleum Products",2008,0.9
"New Hampshire","Commercial","Natural Gas",2008,0.5
"New Hampshire","Commercial","Total",2008,1.4
"New Hampshire","Industry","Coal",2008,0
"New Hampshire","Industry","Petroleum Products",2008,0.6
"New Hampshire","Industry","Natural Gas",2008,0.3
"New Hampshire","Industry","Total",2008,0.9
"New Hampshire","Transport","Coal",2008,0
"New Hampshire","Transport","Petroleum Products",2008,7.1
"New Hampshire","Transport","Natural Gas",2008,0
"New Hampshire","Transport","Total",2008,7.1
"New Hampshire","Electricity","Coal",2008,3.8
"New Hampshire","Electricity","Petroleum Products",2008,0.1
"New Hampshire","Electricity","Natural Gas",2008,2.7
"New Hampshire","Electricity","Total",2008,6.6
"New Hampshire","Residential","Coal",2009,0
"New Hampshire","Residential","Petroleum Products",2009,2.1
"New Hampshire","Residential","Natural Gas",2009,0.4
"New Hampshire","Residential","Total",2009,2.5
"New Hampshire","Commercial","Coal",2009,0
"New Hampshire","Commercial","Petroleum Products",2009,0.8
"New Hampshire","Commercial","Natural Gas",2009,0.5
"New Hampshire","Commercial","Total",2009,1.4
"New Hampshire","Industry","Coal",2009,0
"New Hampshire","Industry","Petroleum Products",2009,0.5
"New Hampshire","Industry","Natural Gas",2009,0.3
"New Hampshire","Industry","Total",2009,0.8
"New Hampshire","Transport","Coal",2009,0
"New Hampshire","Transport","Petroleum Products",2009,7
"New Hampshire","Transport","Natural Gas",2009,0
"New Hampshire","Transport","Total",2009,7
"New Hampshire","Electricity","Coal",2009,3.1
"New Hampshire","Electricity","Petroleum Products",2009,0.1
"New Hampshire","Electricity","Natural Gas",2009,2.1
"New Hampshire","Electricity","Total",2009,5.3
"New Hampshire","Residential","Coal",2010,0
"New Hampshire","Residential","Petroleum Products",2010,1.9
"New Hampshire","Residential","Natural Gas",2010,0.4
"New Hampshire","Residential","Total",2010,2.2
"New Hampshire","Commercial","Coal",2010,0
"New Hampshire","Commercial","Petroleum Products",2010,0.8
"New Hampshire","Commercial","Natural Gas",2010,0.5
"New Hampshire","Commercial","Total",2010,1.2
"New Hampshire","Industry","Coal",2010,0
"New Hampshire","Industry","Petroleum Products",2010,0.4
"New Hampshire","Industry","Natural Gas",2010,0.3
"New Hampshire","Industry","Total",2010,0.7
"New Hampshire","Transport","Coal",2010,0
"New Hampshire","Transport","Petroleum Products",2010,6.9
"New Hampshire","Transport","Natural Gas",2010,0
"New Hampshire","Transport","Total",2010,7
"New Hampshire","Electricity","Coal",2010,3.2
"New Hampshire","Electricity","Petroleum Products",2010,0.1
"New Hampshire","Electricity","Natural Gas",2010,2.1
"New Hampshire","Electricity","Total",2010,5.4
"New Hampshire","Residential","Coal",2011,0
"New Hampshire","Residential","Petroleum Products",2011,2
"New Hampshire","Residential","Natural Gas",2011,0.4
"New Hampshire","Residential","Total",2011,2.3
"New Hampshire","Commercial","Coal",2011,0
"New Hampshire","Commercial","Petroleum Products",2011,0.9
"New Hampshire","Commercial","Natural Gas",2011,0.5
"New Hampshire","Commercial","Total",2011,1.3
"New Hampshire","Industry","Coal",2011,0
"New Hampshire","Industry","Petroleum Products",2011,0.4
"New Hampshire","Industry","Natural Gas",2011,0.4
"New Hampshire","Industry","Total",2011,0.7
"New Hampshire","Transport","Coal",2011,0
"New Hampshire","Transport","Petroleum Products",2011,6.8
"New Hampshire","Transport","Natural Gas",2011,0
"New Hampshire","Transport","Total",2011,6.8
"New Hampshire","Electricity","Coal",2011,2.3
"New Hampshire","Electricity","Petroleum Products",2011,0.1
"New Hampshire","Electricity","Natural Gas",2011,2.6
"New Hampshire","Electricity","Total",2011,5
"New Hampshire","Residential","Coal",2012,0
"New Hampshire","Residential","Petroleum Products",2012,1.6
"New Hampshire","Residential","Natural Gas",2012,0.4
"New Hampshire","Residential","Total",2012,1.9
"New Hampshire","Commercial","Coal",2012,0
"New Hampshire","Commercial","Petroleum Products",2012,0.8
"New Hampshire","Commercial","Natural Gas",2012,0.4
"New Hampshire","Commercial","Total",2012,1.2
"New Hampshire","Industry","Coal",2012,0
"New Hampshire","Industry","Petroleum Products",2012,0.3
"New Hampshire","Industry","Natural Gas",2012,0.4
"New Hampshire","Industry","Total",2012,0.7
"New Hampshire","Transport","Coal",2012,0
"New Hampshire","Transport","Petroleum Products",2012,6.6
"New Hampshire","Transport","Natural Gas",2012,0
"New Hampshire","Transport","Total",2012,6.6
"New Hampshire","Electricity","Coal",2012,1.3
"New Hampshire","Electricity","Petroleum Products",2012,0
"New Hampshire","Electricity","Natural Gas",2012,2.8
"New Hampshire","Electricity","Total",2012,4.1
"New Hampshire","Residential","Coal",2013,0
"New Hampshire","Residential","Petroleum Products",2013,1.9
"New Hampshire","Residential","Natural Gas",2013,0.4
"New Hampshire","Residential","Total",2013,2.3
"New Hampshire","Commercial","Coal",2013,0
"New Hampshire","Commercial","Petroleum Products",2013,0.8
"New Hampshire","Commercial","Natural Gas",2013,0.5
"New Hampshire","Commercial","Total",2013,1.3
"New Hampshire","Industry","Coal",2013,0
"New Hampshire","Industry","Petroleum Products",2013,0.4
"New Hampshire","Industry","Natural Gas",2013,0.4
"New Hampshire","Industry","Total",2013,0.8
"New Hampshire","Transport","Coal",2013,0
"New Hampshire","Transport","Petroleum Products",2013,6.7
"New Hampshire","Transport","Natural Gas",2013,0
"New Hampshire","Transport","Total",2013,6.7
"New Hampshire","Electricity","Coal",2013,1.6
"New Hampshire","Electricity","Petroleum Products",2013,0.1
"New Hampshire","Electricity","Natural Gas",2013,1.6
"New Hampshire","Electricity","Total",2013,3.3
"New Hampshire","Residential","Coal",2014,0
"New Hampshire","Residential","Petroleum Products",2014,2.2
"New Hampshire","Residential","Natural Gas",2014,0.4
"New Hampshire","Residential","Total",2014,2.7
"New Hampshire","Commercial","Coal",2014,0
"New Hampshire","Commercial","Petroleum Products",2014,0.9
"New Hampshire","Commercial","Natural Gas",2014,0.5
"New Hampshire","Commercial","Total",2014,1.4
"New Hampshire","Industry","Coal",2014,0
"New Hampshire","Industry","Petroleum Products",2014,0.4
"New Hampshire","Industry","Natural Gas",2014,0.5
"New Hampshire","Industry","Total",2014,0.8
"New Hampshire","Transport","Coal",2014,0
"New Hampshire","Transport","Petroleum Products",2014,6.7
"New Hampshire","Transport","Natural Gas",2014,0
"New Hampshire","Transport","Total",2014,6.7
"New Hampshire","Electricity","Coal",2014,1.4
"New Hampshire","Electricity","Petroleum Products",2014,0.2
"New Hampshire","Electricity","Natural Gas",2014,1.7
"New Hampshire","Electricity","Total",2014,3.3
"New Jersey","Residential","Coal",1980,0
"New Jersey","Residential","Petroleum Products",1980,10.5
"New Jersey","Residential","Natural Gas",1980,7.3
"New Jersey","Residential","Total",1980,17.8
"New Jersey","Commercial","Coal",1980,0.1
"New Jersey","Commercial","Petroleum Products",1980,9.5
"New Jersey","Commercial","Natural Gas",1980,3.2
"New Jersey","Commercial","Total",1980,12.8
"New Jersey","Industry","Coal",1980,0.1
"New Jersey","Industry","Petroleum Products",1980,19.7
"New Jersey","Industry","Natural Gas",1980,3.3
"New Jersey","Industry","Total",1980,23.1
"New Jersey","Transport","Coal",1980,0
"New Jersey","Transport","Petroleum Products",1980,40.8
"New Jersey","Transport","Natural Gas",1980,0
"New Jersey","Transport","Total",1980,40.8
"New Jersey","Electricity","Coal",1980,6.2
"New Jersey","Electricity","Petroleum Products",1980,7.6
"New Jersey","Electricity","Natural Gas",1980,4.2
"New Jersey","Electricity","Total",1980,18.1
"New Jersey","Residential","Coal",1981,0
"New Jersey","Residential","Petroleum Products",1981,10.2
"New Jersey","Residential","Natural Gas",1981,7.8
"New Jersey","Residential","Total",1981,18
"New Jersey","Commercial","Coal",1981,0.2
"New Jersey","Commercial","Petroleum Products",1981,6.6
"New Jersey","Commercial","Natural Gas",1981,4
"New Jersey","Commercial","Total",1981,10.8
"New Jersey","Industry","Coal",1981,0
"New Jersey","Industry","Petroleum Products",1981,14.2
"New Jersey","Industry","Natural Gas",1981,4.7
"New Jersey","Industry","Total",1981,19
"New Jersey","Transport","Coal",1981,0
"New Jersey","Transport","Petroleum Products",1981,44.3
"New Jersey","Transport","Natural Gas",1981,0
"New Jersey","Transport","Total",1981,44.3
"New Jersey","Electricity","Coal",1981,6.8
"New Jersey","Electricity","Petroleum Products",1981,5.4
"New Jersey","Electricity","Natural Gas",1981,4.3
"New Jersey","Electricity","Total",1981,16.5
"New Jersey","Residential","Coal",1982,0
"New Jersey","Residential","Petroleum Products",1982,8.5
"New Jersey","Residential","Natural Gas",1982,7.9
"New Jersey","Residential","Total",1982,16.5
"New Jersey","Commercial","Coal",1982,0.2
"New Jersey","Commercial","Petroleum Products",1982,5.5
"New Jersey","Commercial","Natural Gas",1982,4.2
"New Jersey","Commercial","Total",1982,9.9
"New Jersey","Industry","Coal",1982,0.3
"New Jersey","Industry","Petroleum Products",1982,13.1
"New Jersey","Industry","Natural Gas",1982,4.3
"New Jersey","Industry","Total",1982,17.8
"New Jersey","Transport","Coal",1982,0
"New Jersey","Transport","Petroleum Products",1982,51.3
"New Jersey","Transport","Natural Gas",1982,0.1
"New Jersey","Transport","Total",1982,51.4
"New Jersey","Electricity","Coal",1982,6.8
"New Jersey","Electricity","Petroleum Products",1982,4.3
"New Jersey","Electricity","Natural Gas",1982,3.5
"New Jersey","Electricity","Total",1982,14.6
"New Jersey","Residential","Coal",1983,0
"New Jersey","Residential","Petroleum Products",1983,7.2
"New Jersey","Residential","Natural Gas",1983,7.8
"New Jersey","Residential","Total",1983,15
"New Jersey","Commercial","Coal",1983,0.2
"New Jersey","Commercial","Petroleum Products",1983,4.7
"New Jersey","Commercial","Natural Gas",1983,4.2
"New Jersey","Commercial","Total",1983,9.1
"New Jersey","Industry","Coal",1983,0.6
"New Jersey","Industry","Petroleum Products",1983,9.9
"New Jersey","Industry","Natural Gas",1983,4.3
"New Jersey","Industry","Total",1983,14.8
"New Jersey","Transport","Coal",1983,0
"New Jersey","Transport","Petroleum Products",1983,54.9
"New Jersey","Transport","Natural Gas",1983,0.1
"New Jersey","Transport","Total",1983,55
"New Jersey","Electricity","Coal",1983,7.8
"New Jersey","Electricity","Petroleum Products",1983,4.2
"New Jersey","Electricity","Natural Gas",1983,5.2
"New Jersey","Electricity","Total",1983,17.2
"New Jersey","Residential","Coal",1984,0
"New Jersey","Residential","Petroleum Products",1984,8.8
"New Jersey","Residential","Natural Gas",1984,8
"New Jersey","Residential","Total",1984,16.9
"New Jersey","Commercial","Coal",1984,0.1
"New Jersey","Commercial","Petroleum Products",1984,5.7
"New Jersey","Commercial","Natural Gas",1984,4.4
"New Jersey","Commercial","Total",1984,10.2
"New Jersey","Industry","Coal",1984,0.7
"New Jersey","Industry","Petroleum Products",1984,12.2
"New Jersey","Industry","Natural Gas",1984,4.5
"New Jersey","Industry","Total",1984,17.5
"New Jersey","Transport","Coal",1984,0
"New Jersey","Transport","Petroleum Products",1984,57.1
"New Jersey","Transport","Natural Gas",1984,0.1
"New Jersey","Transport","Total",1984,57.2
"New Jersey","Electricity","Coal",1984,7.1
"New Jersey","Electricity","Petroleum Products",1984,4.5
"New Jersey","Electricity","Natural Gas",1984,5.1
"New Jersey","Electricity","Total",1984,16.8
"New Jersey","Residential","Coal",1985,0.1
"New Jersey","Residential","Petroleum Products",1985,9.2
"New Jersey","Residential","Natural Gas",1985,7.9
"New Jersey","Residential","Total",1985,17.1
"New Jersey","Commercial","Coal",1985,0.2
"New Jersey","Commercial","Petroleum Products",1985,4.6
"New Jersey","Commercial","Natural Gas",1985,4.4
"New Jersey","Commercial","Total",1985,9.1
"New Jersey","Industry","Coal",1985,0.8
"New Jersey","Industry","Petroleum Products",1985,9.7
"New Jersey","Industry","Natural Gas",1985,4.2
"New Jersey","Industry","Total",1985,14.8
"New Jersey","Transport","Coal",1985,0
"New Jersey","Transport","Petroleum Products",1985,57
"New Jersey","Transport","Natural Gas",1985,0.1
"New Jersey","Transport","Total",1985,57.1
"New Jersey","Electricity","Coal",1985,8.7
"New Jersey","Electricity","Petroleum Products",1985,2.8
"New Jersey","Electricity","Natural Gas",1985,3.3
"New Jersey","Electricity","Total",1985,14.7
"New Jersey","Residential","Coal",1986,0
"New Jersey","Residential","Petroleum Products",1986,8.7
"New Jersey","Residential","Natural Gas",1986,8.3
"New Jersey","Residential","Total",1986,17
"New Jersey","Commercial","Coal",1986,0.1
"New Jersey","Commercial","Petroleum Products",1986,5.9
"New Jersey","Commercial","Natural Gas",1986,4.5
"New Jersey","Commercial","Total",1986,10.5
"New Jersey","Industry","Coal",1986,0.6
"New Jersey","Industry","Petroleum Products",1986,10.7
"New Jersey","Industry","Natural Gas",1986,3.7
"New Jersey","Industry","Total",1986,15
"New Jersey","Transport","Coal",1986,0
"New Jersey","Transport","Petroleum Products",1986,59.2
"New Jersey","Transport","Natural Gas",1986,0.2
"New Jersey","Transport","Total",1986,59.4
"New Jersey","Electricity","Coal",1986,6.6
"New Jersey","Electricity","Petroleum Products",1986,4.5
"New Jersey","Electricity","Natural Gas",1986,2
"New Jersey","Electricity","Total",1986,13
"New Jersey","Residential","Coal",1987,0
"New Jersey","Residential","Petroleum Products",1987,8.9
"New Jersey","Residential","Natural Gas",1987,8.9
"New Jersey","Residential","Total",1987,17.8
"New Jersey","Commercial","Coal",1987,0.1
"New Jersey","Commercial","Petroleum Products",1987,5.3
"New Jersey","Commercial","Natural Gas",1987,5
"New Jersey","Commercial","Total",1987,10.4
"New Jersey","Industry","Coal",1987,0.8
"New Jersey","Industry","Petroleum Products",1987,11.7
"New Jersey","Industry","Natural Gas",1987,4.2
"New Jersey","Industry","Total",1987,16.7
"New Jersey","Transport","Coal",1987,0
"New Jersey","Transport","Petroleum Products",1987,60
"New Jersey","Transport","Natural Gas",1987,0.2
"New Jersey","Transport","Total",1987,60.2
"New Jersey","Electricity","Coal",1987,7.7
"New Jersey","Electricity","Petroleum Products",1987,2.8
"New Jersey","Electricity","Natural Gas",1987,4
"New Jersey","Electricity","Total",1987,14.4
"New Jersey","Residential","Coal",1988,0
"New Jersey","Residential","Petroleum Products",1988,9
"New Jersey","Residential","Natural Gas",1988,9.5
"New Jersey","Residential","Total",1988,18.5
"New Jersey","Commercial","Coal",1988,0
"New Jersey","Commercial","Petroleum Products",1988,5.6
"New Jersey","Commercial","Natural Gas",1988,5.3
"New Jersey","Commercial","Total",1988,11
"New Jersey","Industry","Coal",1988,0.6
"New Jersey","Industry","Petroleum Products",1988,11.8
"New Jersey","Industry","Natural Gas",1988,4.1
"New Jersey","Industry","Total",1988,16.5
"New Jersey","Transport","Coal",1988,0
"New Jersey","Transport","Petroleum Products",1988,57.3
"New Jersey","Transport","Natural Gas",1988,0.2
"New Jersey","Transport","Total",1988,57.5
"New Jersey","Electricity","Coal",1988,7
"New Jersey","Electricity","Petroleum Products",1988,4.4
"New Jersey","Electricity","Natural Gas",1988,2.7
"New Jersey","Electricity","Total",1988,14.1
"New Jersey","Residential","Coal",1989,0
"New Jersey","Residential","Petroleum Products",1989,8.1
"New Jersey","Residential","Natural Gas",1989,10.3
"New Jersey","Residential","Total",1989,18.4
"New Jersey","Commercial","Coal",1989,0
"New Jersey","Commercial","Petroleum Products",1989,5.2
"New Jersey","Commercial","Natural Gas",1989,6.2
"New Jersey","Commercial","Total",1989,11.4
"New Jersey","Industry","Coal",1989,0.7
"New Jersey","Industry","Petroleum Products",1989,11.3
"New Jersey","Industry","Natural Gas",1989,4.5
"New Jersey","Industry","Total",1989,16.4
"New Jersey","Transport","Coal",1989,0
"New Jersey","Transport","Petroleum Products",1989,58.9
"New Jersey","Transport","Natural Gas",1989,0.2
"New Jersey","Transport","Total",1989,59.2
"New Jersey","Electricity","Coal",1989,8.2
"New Jersey","Electricity","Petroleum Products",1989,4.8
"New Jersey","Electricity","Natural Gas",1989,3.7
"New Jersey","Electricity","Total",1989,16.7
"New Jersey","Residential","Coal",1990,0
"New Jersey","Residential","Petroleum Products",1990,6.1
"New Jersey","Residential","Natural Gas",1990,9.1
"New Jersey","Residential","Total",1990,15.3
"New Jersey","Commercial","Coal",1990,0
"New Jersey","Commercial","Petroleum Products",1990,4.6
"New Jersey","Commercial","Natural Gas",1990,6.1
"New Jersey","Commercial","Total",1990,10.8
"New Jersey","Industry","Coal",1990,0.7
"New Jersey","Industry","Petroleum Products",1990,9.5
"New Jersey","Industry","Natural Gas",1990,4.8
"New Jersey","Industry","Total",1990,14.9
"New Jersey","Transport","Coal",1990,0
"New Jersey","Transport","Petroleum Products",1990,56.9
