"State","Sector","Fuel","Year","Value"
"Indiana","Commercial","Natural Gas",2011,4.1
"Indiana","Commercial","Total",2011,5.3
"Indiana","Industry","Coal",2011,21.7
"Indiana","Industry","Petroleum Products",2011,7.6
"Indiana","Industry","Natural Gas",2011,17.5
"Indiana","Industry","Total",2011,46.8
"Indiana","Transport","Coal",2011,0
"Indiana","Transport","Petroleum Products",2011,41.3
"Indiana","Transport","Natural Gas",2011,0.6
"Indiana","Transport","Total",2011,41.9
"Indiana","Electricity","Coal",2011,103.1
"Indiana","Electricity","Petroleum Products",2011,1
"Indiana","Electricity","Natural Gas",2011,4.6
"Indiana","Electricity","Total",2011,108.6
"Indiana","Residential","Coal",2012,0
"Indiana","Residential","Petroleum Products",2012,0.9
"Indiana","Residential","Natural Gas",2012,6.2
"Indiana","Residential","Total",2012,7
"Indiana","Commercial","Coal",2012,0.4
"Indiana","Commercial","Petroleum Products",2012,0.6
"Indiana","Commercial","Natural Gas",2012,3.6
"Indiana","Commercial","Total",2012,4.6
"Indiana","Industry","Coal",2012,20
"Indiana","Industry","Petroleum Products",2012,6.9
"Indiana","Industry","Natural Gas",2012,18.4
"Indiana","Industry","Total",2012,45.3
"Indiana","Transport","Coal",2012,0
"Indiana","Transport","Petroleum Products",2012,40.5
"Indiana","Transport","Natural Gas",2012,0.4
"Indiana","Transport","Total",2012,40.8
"Indiana","Electricity","Coal",2012,91.9
"Indiana","Electricity","Petroleum Products",2012,0.7
"Indiana","Electricity","Natural Gas",2012,6.2
"Indiana","Electricity","Total",2012,98.8
"Indiana","Residential","Coal",2013,0
"Indiana","Residential","Petroleum Products",2013,1
"Indiana","Residential","Natural Gas",2013,7.7
"Indiana","Residential","Total",2013,8.7
"Indiana","Commercial","Coal",2013,0.3
"Indiana","Commercial","Petroleum Products",2013,0.7
"Indiana","Commercial","Natural Gas",2013,4.4
"Indiana","Commercial","Total",2013,5.4
"Indiana","Industry","Coal",2013,19.6
"Indiana","Industry","Petroleum Products",2013,7.7
"Indiana","Industry","Natural Gas",2013,19.1
"Indiana","Industry","Total",2013,46.4
"Indiana","Transport","Coal",2013,0
"Indiana","Transport","Petroleum Products",2013,42.2
"Indiana","Transport","Natural Gas",2013,0.4
"Indiana","Transport","Total",2013,42.6
"Indiana","Electricity","Coal",2013,93
"Indiana","Electricity","Petroleum Products",2013,1.1
"Indiana","Electricity","Natural Gas",2013,4.4
"Indiana","Electricity","Total",2013,98.4
"Indiana","Residential","Coal",2014,0
"Indiana","Residential","Petroleum Products",2014,0.9
"Indiana","Residential","Natural Gas",2014,8.4
"Indiana","Residential","Total",2014,9.4
"Indiana","Commercial","Coal",2014,0.3
"Indiana","Commercial","Petroleum Products",2014,0.7
"Indiana","Commercial","Natural Gas",2014,4.9
"Indiana","Commercial","Total",2014,5.9
"Indiana","Industry","Coal",2014,17.1
"Indiana","Industry","Petroleum Products",2014,7.6
"Indiana","Industry","Natural Gas",2014,20.3
"Indiana","Industry","Total",2014,45
"Indiana","Transport","Coal",2014,0
"Indiana","Transport","Petroleum Products",2014,43
"Indiana","Transport","Natural Gas",2014,0.4
"Indiana","Transport","Total",2014,43.4
"Indiana","Electricity","Coal",2014,97.6
"Indiana","Electricity","Petroleum Products",2014,1.2
"Indiana","Electricity","Natural Gas",2014,4.5
"Indiana","Electricity","Total",2014,103.3
"Iowa","Residential","Coal",1980,0
"Iowa","Residential","Petroleum Products",1980,2
"Iowa","Residential","Natural Gas",1980,4.5
"Iowa","Residential","Total",1980,6.6
"Iowa","Commercial","Coal",1980,0.1
"Iowa","Commercial","Petroleum Products",1980,0.6
"Iowa","Commercial","Natural Gas",1980,2.7
"Iowa","Commercial","Total",1980,3.4
"Iowa","Industry","Coal",1980,3
"Iowa","Industry","Petroleum Products",1980,4.1
"Iowa","Industry","Natural Gas",1980,6.1
"Iowa","Industry","Total",1980,13.3
"Iowa","Transport","Coal",1980,0
"Iowa","Transport","Petroleum Products",1980,16
"Iowa","Transport","Natural Gas",1980,0.7
"Iowa","Transport","Total",1980,16.7
"Iowa","Electricity","Coal",1980,18.8
"Iowa","Electricity","Petroleum Products",1980,0.1
"Iowa","Electricity","Natural Gas",1980,0.4
"Iowa","Electricity","Total",1980,19.2
"Iowa","Residential","Coal",1981,0.1
"Iowa","Residential","Petroleum Products",1981,1.9
"Iowa","Residential","Natural Gas",1981,4.1
"Iowa","Residential","Total",1981,6
"Iowa","Commercial","Coal",1981,0.3
"Iowa","Commercial","Petroleum Products",1981,0.5
"Iowa","Commercial","Natural Gas",1981,2.5
"Iowa","Commercial","Total",1981,3.3
"Iowa","Industry","Coal",1981,3
"Iowa","Industry","Petroleum Products",1981,3.5
"Iowa","Industry","Natural Gas",1981,6.1
"Iowa","Industry","Total",1981,12.6
"Iowa","Transport","Coal",1981,0
"Iowa","Transport","Petroleum Products",1981,15.1
"Iowa","Transport","Natural Gas",1981,0.6
"Iowa","Transport","Total",1981,15.7
"Iowa","Electricity","Coal",1981,20.3
"Iowa","Electricity","Petroleum Products",1981,0.1
"Iowa","Electricity","Natural Gas",1981,0.2
"Iowa","Electricity","Total",1981,20.5
"Iowa","Residential","Coal",1982,0.1
"Iowa","Residential","Petroleum Products",1982,2
"Iowa","Residential","Natural Gas",1982,4.5
"Iowa","Residential","Total",1982,6.6
"Iowa","Commercial","Coal",1982,0.3
"Iowa","Commercial","Petroleum Products",1982,0.5
"Iowa","Commercial","Natural Gas",1982,2.8
"Iowa","Commercial","Total",1982,3.6
"Iowa","Industry","Coal",1982,2.9
"Iowa","Industry","Petroleum Products",1982,3.9
"Iowa","Industry","Natural Gas",1982,4.8
"Iowa","Industry","Total",1982,11.6
"Iowa","Transport","Coal",1982,0
"Iowa","Transport","Petroleum Products",1982,15.3
"Iowa","Transport","Natural Gas",1982,0.5
"Iowa","Transport","Total",1982,15.8
"Iowa","Electricity","Coal",1982,19.6
"Iowa","Electricity","Petroleum Products",1982,0.1
"Iowa","Electricity","Natural Gas",1982,0.1
"Iowa","Electricity","Total",1982,19.8
"Iowa","Residential","Coal",1983,0.1
"Iowa","Residential","Petroleum Products",1983,1.6
"Iowa","Residential","Natural Gas",1983,4.2
"Iowa","Residential","Total",1983,5.8
"Iowa","Commercial","Coal",1983,0.3
"Iowa","Commercial","Petroleum Products",1983,0.7
"Iowa","Commercial","Natural Gas",1983,2.5
"Iowa","Commercial","Total",1983,3.6
"Iowa","Industry","Coal",1983,2.9
"Iowa","Industry","Petroleum Products",1983,2.9
"Iowa","Industry","Natural Gas",1983,4.6
"Iowa","Industry","Total",1983,10.4
"Iowa","Transport","Coal",1983,0
"Iowa","Transport","Petroleum Products",1983,15.2
"Iowa","Transport","Natural Gas",1983,0.4
"Iowa","Transport","Total",1983,15.6
"Iowa","Electricity","Coal",1983,20.5
"Iowa","Electricity","Petroleum Products",1983,0.1
"Iowa","Electricity","Natural Gas",1983,0.2
"Iowa","Electricity","Total",1983,20.7
"Iowa","Residential","Coal",1984,0.1
"Iowa","Residential","Petroleum Products",1984,1.3
"Iowa","Residential","Natural Gas",1984,4.3
"Iowa","Residential","Total",1984,5.7
"Iowa","Commercial","Coal",1984,0.3
"Iowa","Commercial","Petroleum Products",1984,0.8
"Iowa","Commercial","Natural Gas",1984,2.6
"Iowa","Commercial","Total",1984,3.7
"Iowa","Industry","Coal",1984,3
"Iowa","Industry","Petroleum Products",1984,2.5
"Iowa","Industry","Natural Gas",1984,5
"Iowa","Industry","Total",1984,10.6
"Iowa","Transport","Coal",1984,0
"Iowa","Transport","Petroleum Products",1984,15
"Iowa","Transport","Natural Gas",1984,0.6
"Iowa","Transport","Total",1984,15.5
"Iowa","Electricity","Coal",1984,20.2
"Iowa","Electricity","Petroleum Products",1984,0.1
"Iowa","Electricity","Natural Gas",1984,0.2
"Iowa","Electricity","Total",1984,20.4
"Iowa","Residential","Coal",1985,0.1
"Iowa","Residential","Petroleum Products",1985,1.4
"Iowa","Residential","Natural Gas",1985,3.5
"Iowa","Residential","Total",1985,5.1
"Iowa","Commercial","Coal",1985,0.4
"Iowa","Commercial","Petroleum Products",1985,0.7
"Iowa","Commercial","Natural Gas",1985,2.1
"Iowa","Commercial","Total",1985,3.2
"Iowa","Industry","Coal",1985,3.3
"Iowa","Industry","Petroleum Products",1985,2.9
"Iowa","Industry","Natural Gas",1985,3.9
"Iowa","Industry","Total",1985,10.1
"Iowa","Transport","Coal",1985,0
"Iowa","Transport","Petroleum Products",1985,14.7
"Iowa","Transport","Natural Gas",1985,0.6
"Iowa","Transport","Total",1985,15.2
"Iowa","Electricity","Coal",1985,21.4
"Iowa","Electricity","Petroleum Products",1985,0
"Iowa","Electricity","Natural Gas",1985,0.1
"Iowa","Electricity","Total",1985,21.5
"Iowa","Residential","Coal",1986,0.1
"Iowa","Residential","Petroleum Products",1986,1.5
"Iowa","Residential","Natural Gas",1986,3.1
"Iowa","Residential","Total",1986,4.7
"Iowa","Commercial","Coal",1986,0.4
"Iowa","Commercial","Petroleum Products",1986,0.5
"Iowa","Commercial","Natural Gas",1986,1.8
"Iowa","Commercial","Total",1986,2.7
"Iowa","Industry","Coal",1986,3.3
"Iowa","Industry","Petroleum Products",1986,3.5
"Iowa","Industry","Natural Gas",1986,3.3
"Iowa","Industry","Total",1986,10.1
"Iowa","Transport","Coal",1986,0
"Iowa","Transport","Petroleum Products",1986,14.6
"Iowa","Transport","Natural Gas",1986,0.4
"Iowa","Transport","Total",1986,15
"Iowa","Electricity","Coal",1986,20.8
"Iowa","Electricity","Petroleum Products",1986,0
"Iowa","Electricity","Natural Gas",1986,0.1
"Iowa","Electricity","Total",1986,20.9
"Iowa","Residential","Coal",1987,0.2
"Iowa","Residential","Petroleum Products",1987,1.2
"Iowa","Residential","Natural Gas",1987,2.7
"Iowa","Residential","Total",1987,4
"Iowa","Commercial","Coal",1987,0.5
"Iowa","Commercial","Petroleum Products",1987,0.5
"Iowa","Commercial","Natural Gas",1987,1.6
"Iowa","Commercial","Total",1987,2.6
"Iowa","Industry","Coal",1987,4
"Iowa","Industry","Petroleum Products",1987,2.5
"Iowa","Industry","Natural Gas",1987,3.6
"Iowa","Industry","Total",1987,10.1
"Iowa","Transport","Coal",1987,0
"Iowa","Transport","Petroleum Products",1987,15.2
"Iowa","Transport","Natural Gas",1987,0.4
"Iowa","Transport","Total",1987,15.6
"Iowa","Electricity","Coal",1987,22.4
"Iowa","Electricity","Petroleum Products",1987,0
"Iowa","Electricity","Natural Gas",1987,0.1
"Iowa","Electricity","Total",1987,22.6
"Iowa","Residential","Coal",1988,0.2
"Iowa","Residential","Petroleum Products",1988,1.3
"Iowa","Residential","Natural Gas",1988,3.3
"Iowa","Residential","Total",1988,4.8
"Iowa","Commercial","Coal",1988,0.6
"Iowa","Commercial","Petroleum Products",1988,0.5
"Iowa","Commercial","Natural Gas",1988,1.9
"Iowa","Commercial","Total",1988,3
"Iowa","Industry","Coal",1988,3.9
"Iowa","Industry","Petroleum Products",1988,2.5
"Iowa","Industry","Natural Gas",1988,4.4
"Iowa","Industry","Total",1988,10.8
"Iowa","Transport","Coal",1988,0
"Iowa","Transport","Petroleum Products",1988,15.5
"Iowa","Transport","Natural Gas",1988,0.6
"Iowa","Transport","Total",1988,16.1
"Iowa","Electricity","Coal",1988,24.1
"Iowa","Electricity","Petroleum Products",1988,0.1
"Iowa","Electricity","Natural Gas",1988,0.2
"Iowa","Electricity","Total",1988,24.4
"Iowa","Residential","Coal",1989,0.1
"Iowa","Residential","Petroleum Products",1989,1.4
"Iowa","Residential","Natural Gas",1989,3.2
"Iowa","Residential","Total",1989,4.7
"Iowa","Commercial","Coal",1989,0.3
"Iowa","Commercial","Petroleum Products",1989,0.4
"Iowa","Commercial","Natural Gas",1989,1.9
"Iowa","Commercial","Total",1989,2.6
"Iowa","Industry","Coal",1989,5.1
"Iowa","Industry","Petroleum Products",1989,2.2
"Iowa","Industry","Natural Gas",1989,3.7
"Iowa","Industry","Total",1989,10.9
"Iowa","Transport","Coal",1989,0
"Iowa","Transport","Petroleum Products",1989,15.6
"Iowa","Transport","Natural Gas",1989,0.6
"Iowa","Transport","Total",1989,16.2
"Iowa","Electricity","Coal",1989,24.4
"Iowa","Electricity","Petroleum Products",1989,0
"Iowa","Electricity","Natural Gas",1989,0.1
"Iowa","Electricity","Total",1989,24.6
"Iowa","Residential","Coal",1990,0.1
"Iowa","Residential","Petroleum Products",1990,1.1
"Iowa","Residential","Natural Gas",1990,2.9
"Iowa","Residential","Total",1990,4.2
"Iowa","Commercial","Coal",1990,0.4
"Iowa","Commercial","Petroleum Products",1990,0.4
"Iowa","Commercial","Natural Gas",1990,1.8
"Iowa","Commercial","Total",1990,2.7
"Iowa","Industry","Coal",1990,5
"Iowa","Industry","Petroleum Products",1990,2.1
"Iowa","Industry","Natural Gas",1990,3.7
"Iowa","Industry","Total",1990,10.9
"Iowa","Transport","Coal",1990,0
"Iowa","Transport","Petroleum Products",1990,15.7
"Iowa","Transport","Natural Gas",1990,0.5
"Iowa","Transport","Total",1990,16.2
"Iowa","Electricity","Coal",1990,26
"Iowa","Electricity","Petroleum Products",1990,0.1
"Iowa","Electricity","Natural Gas",1990,0.2
"Iowa","Electricity","Total",1990,26.2
"Iowa","Residential","Coal",1991,0.1
"Iowa","Residential","Petroleum Products",1991,1.2
"Iowa","Residential","Natural Gas",1991,3.3
"Iowa","Residential","Total",1991,4.7
"Iowa","Commercial","Coal",1991,0.4
"Iowa","Commercial","Petroleum Products",1991,0.6
"Iowa","Commercial","Natural Gas",1991,2
"Iowa","Commercial","Total",1991,3
"Iowa","Industry","Coal",1991,5.6
"Iowa","Industry","Petroleum Products",1991,2
"Iowa","Industry","Natural Gas",1991,4.1
"Iowa","Industry","Total",1991,11.7
"Iowa","Transport","Coal",1991,0
"Iowa","Transport","Petroleum Products",1991,15.3
"Iowa","Transport","Natural Gas",1991,0.4
"Iowa","Transport","Total",1991,15.6
"Iowa","Electricity","Coal",1991,26.8
"Iowa","Electricity","Petroleum Products",1991,0
"Iowa","Electricity","Natural Gas",1991,0.2
"Iowa","Electricity","Total",1991,27.1
"Iowa","Residential","Coal",1992,0
"Iowa","Residential","Petroleum Products",1992,1.2
"Iowa","Residential","Natural Gas",1992,3.1
"Iowa","Residential","Total",1992,4.3
"Iowa","Commercial","Coal",1992,0.1
"Iowa","Commercial","Petroleum Products",1992,0.6
"Iowa","Commercial","Natural Gas",1992,1.9
"Iowa","Commercial","Total",1992,2.6
"Iowa","Industry","Coal",1992,5
"Iowa","Industry","Petroleum Products",1992,2.9
"Iowa","Industry","Natural Gas",1992,4.1
"Iowa","Industry","Total",1992,12.1
"Iowa","Transport","Coal",1992,0
"Iowa","Transport","Petroleum Products",1992,15.1
"Iowa","Transport","Natural Gas",1992,0.4
"Iowa","Transport","Total",1992,15.4
"Iowa","Electricity","Coal",1992,25.9
"Iowa","Electricity","Petroleum Products",1992,0
"Iowa","Electricity","Natural Gas",1992,0.1
"Iowa","Electricity","Total",1992,26.1
"Iowa","Residential","Coal",1993,0
"Iowa","Residential","Petroleum Products",1993,1.4
"Iowa","Residential","Natural Gas",1993,3.5
"Iowa","Residential","Total",1993,4.9
"Iowa","Commercial","Coal",1993,0.1
"Iowa","Commercial","Petroleum Products",1993,0.5
"Iowa","Commercial","Natural Gas",1993,2.1
"Iowa","Commercial","Total",1993,2.7
"Iowa","Industry","Coal",1993,4.8
"Iowa","Industry","Petroleum Products",1993,4.3
"Iowa","Industry","Natural Gas",1993,4.3
"Iowa","Industry","Total",1993,13.3
"Iowa","Transport","Coal",1993,0
"Iowa","Transport","Petroleum Products",1993,15.6
"Iowa","Transport","Natural Gas",1993,0.4
"Iowa","Transport","Total",1993,16
"Iowa","Electricity","Coal",1993,27.5
"Iowa","Electricity","Petroleum Products",1993,0.1
"Iowa","Electricity","Natural Gas",1993,0.2
"Iowa","Electricity","Total",1993,27.8
"Iowa","Residential","Coal",1994,0
"Iowa","Residential","Petroleum Products",1994,1.4
"Iowa","Residential","Natural Gas",1994,3.3
"Iowa","Residential","Total",1994,4.7
"Iowa","Commercial","Coal",1994,0.1
"Iowa","Commercial","Petroleum Products",1994,0.3
"Iowa","Commercial","Natural Gas",1994,2
"Iowa","Commercial","Total",1994,2.4
"Iowa","Industry","Coal",1994,5.2
"Iowa","Industry","Petroleum Products",1994,4.2
"Iowa","Industry","Natural Gas",1994,4.5
"Iowa","Industry","Total",1994,13.9
"Iowa","Transport","Coal",1994,0
"Iowa","Transport","Petroleum Products",1994,16.4
"Iowa","Transport","Natural Gas",1994,0.6
"Iowa","Transport","Total",1994,17
"Iowa","Electricity","Coal",1994,27.6
"Iowa","Electricity","Petroleum Products",1994,0.1
"Iowa","Electricity","Natural Gas",1994,0.1
"Iowa","Electricity","Total",1994,27.8
"Iowa","Residential","Coal",1995,0
"Iowa","Residential","Petroleum Products",1995,1.3
"Iowa","Residential","Natural Gas",1995,3.5
"Iowa","Residential","Total",1995,4.9
"Iowa","Commercial","Coal",1995,0.2
"Iowa","Commercial","Petroleum Products",1995,0.3
"Iowa","Commercial","Natural Gas",1995,2.1
"Iowa","Commercial","Total",1995,2.6
"Iowa","Industry","Coal",1995,5.5
"Iowa","Industry","Petroleum Products",1995,4.2
"Iowa","Industry","Natural Gas",1995,4.8
"Iowa","Industry","Total",1995,14.5
"Iowa","Transport","Coal",1995,0
"Iowa","Transport","Petroleum Products",1995,17.1
"Iowa","Transport","Natural Gas",1995,0.6
"Iowa","Transport","Total",1995,17.7
"Iowa","Electricity","Coal",1995,29.5
"Iowa","Electricity","Petroleum Products",1995,0.1
"Iowa","Electricity","Natural Gas",1995,0.2
"Iowa","Electricity","Total",1995,29.7
"Iowa","Residential","Coal",1996,0.1
"Iowa","Residential","Petroleum Products",1996,1.7
"Iowa","Residential","Natural Gas",1996,3.8
"Iowa","Residential","Total",1996,5.5
"Iowa","Commercial","Coal",1996,0.4
"Iowa","Commercial","Petroleum Products",1996,0.4
"Iowa","Commercial","Natural Gas",1996,2.3
"Iowa","Commercial","Total",1996,3.2
"Iowa","Industry","Coal",1996,6.2
"Iowa","Industry","Petroleum Products",1996,2.8
"Iowa","Industry","Natural Gas",1996,4.9
"Iowa","Industry","Total",1996,13.9
"Iowa","Transport","Coal",1996,0
"Iowa","Transport","Petroleum Products",1996,18.2
"Iowa","Transport","Natural Gas",1996,0.7
"Iowa","Transport","Total",1996,18.9
"Iowa","Electricity","Coal",1996,29.5
"Iowa","Electricity","Petroleum Products",1996,0.1
"Iowa","Electricity","Natural Gas",1996,0.1
"Iowa","Electricity","Total",1996,29.7
"Iowa","Residential","Coal",1997,0.1
"Iowa","Residential","Petroleum Products",1997,1.6
"Iowa","Residential","Natural Gas",1997,3.5
"Iowa","Residential","Total",1997,5.2
"Iowa","Commercial","Coal",1997,0.7
"Iowa","Commercial","Petroleum Products",1997,0.4
"Iowa","Commercial","Natural Gas",1997,2.2
"Iowa","Commercial","Total",1997,3.3
"Iowa","Industry","Coal",1997,6.1
"Iowa","Industry","Petroleum Products",1997,2.8
"Iowa","Industry","Natural Gas",1997,4.6
"Iowa","Industry","Total",1997,13.5
"Iowa","Transport","Coal",1997,0
"Iowa","Transport","Petroleum Products",1997,17.8
"Iowa","Transport","Natural Gas",1997,0.6
"Iowa","Transport","Total",1997,18.4
"Iowa","Electricity","Coal",1997,30
"Iowa","Electricity","Petroleum Products",1997,0.1
"Iowa","Electricity","Natural Gas",1997,0.2
"Iowa","Electricity","Total",1997,30.3
"Iowa","Residential","Coal",1998,0.1
"Iowa","Residential","Petroleum Products",1998,1.3
"Iowa","Residential","Natural Gas",1998,2.9
"Iowa","Residential","Total",1998,4.3
"Iowa","Commercial","Coal",1998,0.6
"Iowa","Commercial","Petroleum Products",1998,0.5
"Iowa","Commercial","Natural Gas",1998,1.8
"Iowa","Commercial","Total",1998,2.9
"Iowa","Industry","Coal",1998,5.7
"Iowa","Industry","Petroleum Products",1998,4.1
"Iowa","Industry","Natural Gas",1998,4.4
"Iowa","Industry","Total",1998,14.2
"Iowa","Transport","Coal",1998,0
"Iowa","Transport","Petroleum Products",1998,18.6
"Iowa","Transport","Natural Gas",1998,0.5
"Iowa","Transport","Total",1998,19.1
"Iowa","Electricity","Coal",1998,33.8
"Iowa","Electricity","Petroleum Products",1998,0.1
"Iowa","Electricity","Natural Gas",1998,0.2
"Iowa","Electricity","Total",1998,34.2
"Iowa","Residential","Coal",1999,0.1
"Iowa","Residential","Petroleum Products",1999,1.6
"Iowa","Residential","Natural Gas",1999,3.3
"Iowa","Residential","Total",1999,5
"Iowa","Commercial","Coal",1999,0.8
"Iowa","Commercial","Petroleum Products",1999,0.5
"Iowa","Commercial","Natural Gas",1999,2.1
"Iowa","Commercial","Total",1999,3.4
"Iowa","Industry","Coal",1999,6
"Iowa","Industry","Petroleum Products",1999,4.2
"Iowa","Industry","Natural Gas",1999,4.7
"Iowa","Industry","Total",1999,14.8
"Iowa","Transport","Coal",1999,0
"Iowa","Transport","Petroleum Products",1999,18.5
"Iowa","Transport","Natural Gas",1999,0.4
"Iowa","Transport","Total",1999,18.9
"Iowa","Electricity","Coal",1999,33.9
"Iowa","Electricity","Petroleum Products",1999,0.1
"Iowa","Electricity","Natural Gas",1999,0.2
"Iowa","Electricity","Total",1999,34.2
"Iowa","Residential","Coal",2000,0.1
"Iowa","Residential","Petroleum Products",2000,1.6
"Iowa","Residential","Natural Gas",2000,3.4
"Iowa","Residential","Total",2000,5
"Iowa","Commercial","Coal",2000,0.6
"Iowa","Commercial","Petroleum Products",2000,0.5
"Iowa","Commercial","Natural Gas",2000,2.1
"Iowa","Commercial","Total",2000,3.2
"Iowa","Industry","Coal",2000,5.7
"Iowa","Industry","Petroleum Products",2000,4.4
"Iowa","Industry","Natural Gas",2000,4.6
"Iowa","Industry","Total",2000,14.7
"Iowa","Transport","Coal",2000,0
"Iowa","Transport","Petroleum Products",2000,18.2
"Iowa","Transport","Natural Gas",2000,0.4
"Iowa","Transport","Total",2000,18.6
"Iowa","Electricity","Coal",2000,35.7
"Iowa","Electricity","Petroleum Products",2000,0.1
"Iowa","Electricity","Natural Gas",2000,0.2
"Iowa","Electricity","Total",2000,36
"Iowa","Residential","Coal",2001,0.1
"Iowa","Residential","Petroleum Products",2001,1.1
"Iowa","Residential","Natural Gas",2001,3.2
"Iowa","Residential","Total",2001,4.4
"Iowa","Commercial","Coal",2001,0.6
"Iowa","Commercial","Petroleum Products",2001,0.5
"Iowa","Commercial","Natural Gas",2001,2.1
"Iowa","Commercial","Total",2001,3.2
"Iowa","Industry","Coal",2001,5.6
"Iowa","Industry","Petroleum Products",2001,4.6
"Iowa","Industry","Natural Gas",2001,4.2
"Iowa","Industry","Total",2001,14.4
"Iowa","Transport","Coal",2001,0
"Iowa","Transport","Petroleum Products",2001,18
"Iowa","Transport","Natural Gas",2001,0.5
"Iowa","Transport","Total",2001,18.5
"Iowa","Electricity","Coal",2001,35.7
"Iowa","Electricity","Petroleum Products",2001,0.1
"Iowa","Electricity","Natural Gas",2001,0.3
"Iowa","Electricity","Total",2001,36.1
"Iowa","Residential","Coal",2002,0.1
"Iowa","Residential","Petroleum Products",2002,1.4
"Iowa","Residential","Natural Gas",2002,3.2
"Iowa","Residential","Total",2002,4.7
"Iowa","Commercial","Coal",2002,0.6
"Iowa","Commercial","Petroleum Products",2002,0.5
"Iowa","Commercial","Natural Gas",2002,2.1
"Iowa","Commercial","Total",2002,3.3
"Iowa","Industry","Coal",2002,5.5
"Iowa","Industry","Petroleum Products",2002,4.6
"Iowa","Industry","Natural Gas",2002,4.2
"Iowa","Industry","Total",2002,14.2
"Iowa","Transport","Coal",2002,0
"Iowa","Transport","Petroleum Products",2002,18.5
"Iowa","Transport","Natural Gas",2002,0.6
"Iowa","Transport","Total",2002,19.1
"Iowa","Electricity","Coal",2002,35.5
"Iowa","Electricity","Petroleum Products",2002,0.1
"Iowa","Electricity","Natural Gas",2002,0.2
"Iowa","Electricity","Total",2002,35.8
"Iowa","Residential","Coal",2003,0.1
"Iowa","Residential","Petroleum Products",2003,1.4
"Iowa","Residential","Natural Gas",2003,3.3
"Iowa","Residential","Total",2003,4.8
"Iowa","Commercial","Coal",2003,0.6
"Iowa","Commercial","Petroleum Products",2003,0.6
"Iowa","Commercial","Natural Gas",2003,2.2
"Iowa","Commercial","Total",2003,3.4
"Iowa","Industry","Coal",2003,5.6
"Iowa","Industry","Petroleum Products",2003,3.3
"Iowa","Industry","Natural Gas",2003,4.2
"Iowa","Industry","Total",2003,13.2
"Iowa","Transport","Coal",2003,0
"Iowa","Transport","Petroleum Products",2003,18.8
"Iowa","Transport","Natural Gas",2003,0.5
"Iowa","Transport","Total",2003,19.3
"Iowa","Electricity","Coal",2003,35.6
"Iowa","Electricity","Petroleum Products",2003,0.1
"Iowa","Electricity","Natural Gas",2003,0.2
"Iowa","Electricity","Total",2003,35.9
"Iowa","Residential","Coal",2004,0
"Iowa","Residential","Petroleum Products",2004,1.2
"Iowa","Residential","Natural Gas",2004,3.1
"Iowa","Residential","Total",2004,4.4
"Iowa","Commercial","Coal",2004,0.4
"Iowa","Commercial","Petroleum Products",2004,0.7
"Iowa","Commercial","Natural Gas",2004,2.1
"Iowa","Commercial","Total",2004,3.1
"Iowa","Industry","Coal",2004,5.5
"Iowa","Industry","Petroleum Products",2004,4.8
"Iowa","Industry","Natural Gas",2004,4.3
"Iowa","Industry","Total",2004,14.7
"Iowa","Transport","Coal",2004,0
"Iowa","Transport","Petroleum Products",2004,19.8
"Iowa","Transport","Natural Gas",2004,0.5
"Iowa","Transport","Total",2004,20.3
"Iowa","Electricity","Coal",2004,35.9
"Iowa","Electricity","Petroleum Products",2004,0.1
"Iowa","Electricity","Natural Gas",2004,0.4
"Iowa","Electricity","Total",2004,36.4
"Iowa","Residential","Coal",2005,0
"Iowa","Residential","Petroleum Products",2005,1.2
"Iowa","Residential","Natural Gas",2005,3.1
"Iowa","Residential","Total",2005,4.3
"Iowa","Commercial","Coal",2005,0.6
"Iowa","Commercial","Petroleum Products",2005,0.5
"Iowa","Commercial","Natural Gas",2005,2.1
"Iowa","Commercial","Total",2005,3.1
"Iowa","Industry","Coal",2005,5.6
"Iowa","Industry","Petroleum Products",2005,4.7
"Iowa","Industry","Natural Gas",2005,4.4
"Iowa","Industry","Total",2005,14.7
"Iowa","Transport","Coal",2005,0
"Iowa","Transport","Petroleum Products",2005,20.4
"Iowa","Transport","Natural Gas",2005,0.6
"Iowa","Transport","Total",2005,21
"Iowa","Electricity","Coal",2005,34.4
"Iowa","Electricity","Petroleum Products",2005,0.2
"Iowa","Electricity","Natural Gas",2005,1
"Iowa","Electricity","Total",2005,35.5
"Iowa","Residential","Coal",2006,0.1
"Iowa","Residential","Petroleum Products",2006,1.1
"Iowa","Residential","Natural Gas",2006,2.8
"Iowa","Residential","Total",2006,4
"Iowa","Commercial","Coal",2006,0.6
"Iowa","Commercial","Petroleum Products",2006,0.9
"Iowa","Commercial","Natural Gas",2006,2
"Iowa","Commercial","Total",2006,3.5
"Iowa","Industry","Coal",2006,5.8
"Iowa","Industry","Petroleum Products",2006,4.8
"Iowa","Industry","Natural Gas",2006,4.6
"Iowa","Industry","Total",2006,15.2
"Iowa","Transport","Coal",2006,0
"Iowa","Transport","Petroleum Products",2006,20.9
"Iowa","Transport","Natural Gas",2006,0.7
"Iowa","Transport","Total",2006,21.6
"Iowa","Electricity","Coal",2006,34.7
"Iowa","Electricity","Petroleum Products",2006,0.2
"Iowa","Electricity","Natural Gas",2006,0.9
"Iowa","Electricity","Total",2006,35.8
"Iowa","Residential","Coal",2007,0.1
"Iowa","Residential","Petroleum Products",2007,1.1
"Iowa","Residential","Natural Gas",2007,3.2
"Iowa","Residential","Total",2007,4.4
