"Year","State","Coal","Oil","Gas","Residential","Commercial","Industry","Transport","Electricity"
1993,"Oklahoma",33.5,30.6,31.7,4.5,2.4,23.7,25.4,39.8
1993,"Oregon",3.5,24.4,7.5,2.4,1.8,6.2,20.8,4.2
1993,"Pennsylvania",139.7,91.8,38.8,26.1,13.2,61.9,62,107.1
1993,"Rhode Island",0,6.8,4.1,2.7,1.1,1,4.1,2
1993,"South Carolina",31,27.2,7.7,2.3,1.7,14.3,22.3,25.3
1993,"South Dakota",3.4,7.3,1.7,1.3,0.8,2.4,5,2.9
1993,"Tennessee",64.6,38.5,13.9,3.9,3.6,20,34.2,55.3
1993,"Texas",134.9,243.6,196.5,13.4,10.7,202.6,152,196.3
1993,"Utah",34.9,13.9,8,3.1,1.7,9.3,11.7,31
1993,"Vermont",0,5.8,0.3,1.5,0.6,0.6,3.4,0
1993,"Virginia",37.4,51.5,13.1,7,5,17.5,41,31.5
1993,"Washington",9.1,53.5,12.1,4.1,3.1,15,42.4,10.1
1993,"West Virginia",77.3,13.9,7.7,2.5,1.9,15.8,11.4,67.3
1993,"Wisconsin",38,34.1,18.7,10.6,5.2,15.6,25.3,34.1
1993,"Wyoming",44.2,8.1,5.9,0.9,1,10.4,5.9,40
1994,"Alabama",72.8,35.1,15.8,3.3,2,28.2,30.6,59.6
1994,"Alaska",1.2,15.8,19.5,1.8,2.6,18.6,11.2,2.3
1994,"Arizona",38,26.3,7.4,1.8,1.8,4.4,25.6,38.1
1994,"Arkansas",20.9,20.6,13.2,2.7,1.8,10.7,17.9,21.6
1994,"California",8,230.6,124,29.5,15.9,70.7,197,49.5
1994,"Colorado",33.8,23.7,14.4,5.5,3.9,7.8,21.6,33.1
1994,"Connecticut",3.6,26.9,7.1,8.5,4.1,3.1,14.6,7.3
1994,"Delaware",5.5,10.3,2.5,1.1,0.7,4.8,4.6,7.1
1994,"District of Columbia",0.1,2.7,1.7,1,1.4,0,1.8,0.3
1994,"Florida",62.5,118.3,22.1,1.5,4.3,15.5,84.4,97.2
1994,"Georgia",64.7,60.4,18.8,6.8,4,19.1,53.7,60.3
1994,"Hawaii",1.5,18.9,0,0,0.4,2.4,10.1,7.5
1994,"Idaho",0.9,8.6,3.2,1,0.9,3.5,7.3,0
1994,"Illinois",77.8,72.6,55.2,26.8,12.2,46.5,53.8,66.3
1994,"Indiana",122.1,54.3,27.8,10.2,5.6,44.8,42.6,101
1994,"Iowa",32.9,22.4,10.5,4.7,2.4,13.9,17,27.8
1994,"Kansas",28.4,21.5,22,4.2,3.2,18,17,29.5
1994,"Kentucky",84.6,35.2,11.7,4.6,3.2,19,28.5,76.2
1994,"Louisiana",21.8,106.3,84.2,3,1.7,114.5,54.4,38.7
1994,"Maine",1.7,18.5,0.2,3.1,1.8,6.5,7.7,1.3
1994,"Maryland",25.4,35,10,7,4.3,6.6,24.3,28.2
1994,"Massachusetts",9.6,51.9,20.3,16.2,8.9,6.2,27.9,22.6
1994,"Michigan",75.6,62,48.6,23.5,11.4,29.2,51.8,70.3
1994,"Minnesota",31.4,38,17.4,9.1,5.5,14.4,28.4,29.4
1994,"Mississippi",9.2,27.7,14.1,2,1.5,10.6,23,13.9
1994,"Missouri",50.9,43.6,14.2,8,4.7,10,36.8,49.2
1994,"Montana",18.3,9.7,2.8,1.2,0.8,4.8,6.7,17.3
1994,"Nebraska",15.1,14.2,6.6,2.6,2.2,5.7,10.8,14.6
1994,"Nevada",17,13.6,5.5,1.4,1.4,2.7,10.9,19.7
1994,"New Hampshire",3.1,10.8,1.1,2.6,1.3,1.2,5.5,4.4
1994,"New Jersey",6.1,80.7,37.4,18.1,11,19.7,60.1,15.3
1994,"New Mexico",26.2,14.5,11.7,1.8,1.4,7.3,14,27.9
1994,"New York",29.9,104.9,58,35.3,28,20.9,60.7,47.9
1994,"North Carolina",59.7,52.5,10.3,5.9,4.3,17.5,41.1,53.7
1994,"North Dakota",38,7.6,2.1,0.9,0.8,12.1,5,28.9
1994,"Ohio",130.7,74.7,46.4,22.4,11.2,46.6,58,113.6
1994,"Oklahoma",31.4,31.3,31.6,4.1,2.2,23.1,26.2,38.7
1994,"Oregon",4.2,24.7,8.1,2.3,1.8,6.1,21.5,5.3
1994,"Pennsylvania",135.2,93.1,39.2,25.7,14.2,62.1,62.3,103.2
1994,"Rhode Island",0,6.9,6,2.7,1.4,2.6,4,2.2
1994,"South Carolina",31.1,27.2,7.9,2.2,1.7,13.9,22.6,25.8
1994,"South Dakota",3.8,7.5,1.5,1.1,0.7,2.5,5.4,3.1
1994,"Tennessee",58.7,39.6,13.5,3.9,3.6,20.1,35.1,49.1
1994,"Texas",131,249.2,193.2,12.6,11.3,203.9,155.6,190
1994,"Utah",35.8,14.2,7.8,2.9,1.9,9.3,11.9,31.8
1994,"Vermont",0,5.5,0.3,1.4,0.6,0.4,3.4,0
1994,"Virginia",35,52.2,13.9,7,5,17.9,41.8,29.4
1994,"Washington",10.1,55.7,14,4.1,3.2,17.2,43.5,11.8
1994,"West Virginia",83.9,14.3,8.2,2.5,1.8,16.7,12,73.4
1994,"Wisconsin",40,34.8,19.1,10.1,5.1,16.1,26.8,35.8
1994,"Wyoming",46.3,8.1,5.8,0.8,1,10.6,5.8,42
1995,"Alabama",78.1,35.9,17.6,3.3,1.9,29.1,32.1,65.2
1995,"Alaska",1.2,16.9,22.9,1.8,2.5,22,12.3,2.4
1995,"Arizona",32.3,27.5,6.8,1.7,1.8,4.7,26,32.4
1995,"Arkansas",22.4,21.1,14.6,2.7,1.8,11.7,18.4,23.5
1995,"California",8,231.4,112,26.7,17.1,69.2,201.3,37.1
1995,"Colorado",32.5,24.4,15.3,6,3.9,7.8,22.3,32.2
1995,"Connecticut",3.8,25.4,7.8,7.7,3.8,2.9,14.4,8.2
1995,"Delaware",5,9.1,3.4,1.2,0.6,4.7,4.3,6.7
1995,"District of Columbia",0,2.6,1.7,0.9,1.4,0,1.8,0.2
1995,"Florida",64.8,112.7,30.7,1.5,4.3,16.8,86.5,99.1
1995,"Georgia",68.2,63.3,20.3,7.2,4.1,20,56.2,64.3
1995,"Hawaii",1.9,18.4,0,0,0.2,2.4,10,7.7
1995,"Idaho",0.9,9.1,3.5,1,0.9,3.9,7.7,0
1995,"Illinois",78,73.8,58,28.3,12.5,46.8,55.2,67
1995,"Indiana",126.6,54.1,28.5,10.3,5.6,47.1,43.7,102.5
1995,"Iowa",35.2,23,11.2,4.8,2.6,14.5,17.7,29.8
1995,"Kansas",27.3,22.4,19.4,4.4,3.2,14.2,18.8,28.5
1995,"Kentucky",87.6,36.1,12.9,4.8,3.1,20.5,29.6,78.6
1995,"Louisiana",20.4,103.3,88.9,3,1.5,114.1,54.4,39.6
1995,"Maine",1.1,17.8,0.2,3.9,1.5,5.1,7.3,1.3
1995,"Maryland",27.3,32.1,10.4,6.9,4.7,6.2,24.8,27.2
1995,"Massachusetts",10,48.3,20.9,14.7,9.1,5.4,28.4,21.6
1995,"Michigan",74.3,63,51.5,24.4,12,29.6,53.3,69.5
1995,"Minnesota",31.9,38.6,18.9,9.4,5.9,14.8,29.5,29.8
1995,"Mississippi",9.8,26.7,15.8,1.9,1.4,10.5,23.3,15.2
1995,"Missouri",56.1,45.1,15,8.3,4.8,10.2,38.2,54.7
1995,"Montana",16.6,10.8,3.1,1.3,0.8,5.2,6.9,16.3
1995,"Nebraska",16.9,14.4,7.1,2.6,2.2,5.6,11.5,16.5
1995,"Nevada",15.3,14.2,5.9,1.3,1.4,3.1,11.4,18.2
1995,"New Hampshire",3.3,10.8,0.9,2.7,1.2,1.1,5.7,4.3
1995,"New Jersey",7.5,78.6,37.7,16.1,10,19.7,61.1,16.9
1995,"New Mexico",26,13.5,11.7,1.8,1.5,7.7,12.7,27.5
1995,"New York",28.8,101,68.6,34.3,27.1,22.8,62.6,51.6
1995,"North Carolina",62.6,55,11.2,6.6,4.1,18.7,42.7,56.7
1995,"North Dakota",37.7,7.7,2.2,1,0.7,12.6,5.1,28.2
1995,"Ohio",130.1,74.7,49,23,11.6,45.5,59.1,114.6
1995,"Oklahoma",34.9,29.3,31.1,4,2.3,23.2,25.1,40.7
1995,"Oregon",1.9,24.3,8,2.2,1.8,6.5,21.1,2.6
1995,"Pennsylvania",139.6,90.2,40.5,24.9,14.1,62,63,106.3
1995,"Rhode Island",0,6.6,5.4,2.4,1.3,2.3,4.1,1.9
1995,"South Carolina",29.6,27.3,8.4,2.3,1.7,13.7,22.7,24.9
1995,"South Dakota",3.5,7.4,1.9,1.2,0.8,2.3,5.5,3
1995,"Tennessee",63.1,41.4,14.1,4,3.6,19.9,37,54.1
1995,"Texas",128.8,248.4,200.7,12.1,13,209.1,153.4,190.3
1995,"Utah",34,15.2,8.9,2.9,1.8,10.5,12.9,30
1995,"Vermont",0,5.5,0.3,1.4,0.5,0.4,3.5,0
1995,"Virginia",36.3,52,15.1,7.2,5.3,17.8,42.4,30.7
1995,"Washington",6.5,57.3,14.1,4.1,3.2,16.7,45.6,8.3
1995,"West Virginia",82.1,14.3,8.4,2.4,1.8,15.4,12.2,73
1995,"Wisconsin",41.7,34.9,20.4,10.3,5.6,16.2,27.3,37.6
1995,"Wyoming",43.7,8.9,5.6,0.8,1,10.1,6.7,39.6
1996,"Alabama",83.9,35.7,18,3.7,2.2,29.9,31.5,70.3
1996,"Alaska",1,17.3,23.5,1.8,2.6,23.1,11.8,2.5
1996,"Arizona",32.4,29.5,6.6,1.7,1.9,4.9,27.6,32.4
1996,"Arkansas",24.6,21.4,14.6,2.8,1.9,11.5,18.7,25.7
1996,"California",7.5,235.8,107.1,27,14.7,71.5,204.4,32.8
1996,"Colorado",33,25.2,16.7,6.3,4.1,7.9,22.8,33.8
1996,"Connecticut",3.9,28.5,7.5,8.3,4.1,3,15.1,9.4
1996,"Delaware",4.8,10.2,3,1.2,0.7,4.6,4.8,6.7
1996,"District of Columbia",0,2.4,1.8,1,1.4,0,1.7,0.1
1996,"Florida",70.4,113.6,29.8,1.7,4.2,16.9,87.1,103.9
1996,"Georgia",68.2,67.1,20.9,7.9,4.1,20.7,59.4,64.1
1996,"Hawaii",1.9,17.3,0,0,0.1,2.4,8.7,8
1996,"Idaho",0.7,9.8,3.6,1.1,1,4.1,7.9,0
1996,"Illinois",86.7,76.4,60.3,30.6,13.2,47.7,57.2,74.7
1996,"Indiana",129.5,53.9,30.6,11.7,6.1,49.2,42.9,104.1
1996,"Iowa",36.2,23.2,11.8,5.6,3.1,13.9,18.9,29.7
1996,"Kansas",32,23.6,19.1,5,3.5,14.7,18.7,32.8
1996,"Kentucky",89.8,35.2,13.2,5.1,3.2,21.1,27.8,81
1996,"Louisiana",19.4,111.8,86,3.3,1.5,117.6,59.5,35.3
1996,"Maine",0.9,18.3,0.3,4.1,1.6,5.2,7.5,1.1
1996,"Maryland",27.6,33.9,10.4,7.7,4.3,6.9,25.3,27.7
1996,"Massachusetts",10.8,48.4,20.5,14.4,9.1,5.5,29.6,21.1
1996,"Michigan",75.2,64.9,53.9,26,12.5,30.3,53.8,71.4
1996,"Minnesota",33.4,40.9,19.9,10.7,6.2,16.5,30.4,30.4
1996,"Mississippi",12,28.4,14.7,2.1,1.6,10.9,23.5,17
1996,"Missouri",59.6,46.9,15.7,9.3,5.4,10.3,40.1,57.1
1996,"Montana",13.1,11.3,3.3,1.5,0.9,4.8,6.9,13.6
1996,"Nebraska",16.9,15.7,7,3.1,2.3,5.2,12.5,16.5
1996,"Nevada",16,15.3,6.6,1.4,1.6,2.7,12.6,19.6
1996,"New Hampshire",3.4,10.9,1.1,2.9,1.4,1.1,5.9,4.1
1996,"New Jersey",8.1,77,38.2,17.8,11.2,19.7,58.9,15.7
1996,"New Mexico",26.4,13.8,12.4,2,1.6,8.2,12.7,28.1
1996,"New York",29.4,106.4,65.2,36.6,28,23.5,65.7,47.2
1996,"North Carolina",70.2,58.8,11.7,7.5,4.6,18.7,45.2,64.7
1996,"North Dakota",38.1,8,2.5,1.2,0.9,11.8,5.2,29.5
1996,"Ohio",136.5,78.4,51.3,24.3,12.8,45,62,122.1
1996,"Oklahoma",35.2,31.4,31.2,4.6,2.8,22.3,26.5,41.6
1996,"Oregon",1.9,24.6,9.9,2.4,1.9,7.1,21.9,3.1
1996,"Pennsylvania",145.2,89.5,40.9,26.1,14.3,61.5,62.5,111.2
1996,"Rhode Island",0,6.9,6.7,2.7,1.4,1.9,4.1,3.5
1996,"South Carolina",33.2,27.9,8.2,2.5,1.7,13.2,23.2,28.7
1996,"South Dakota",3.1,7.7,2,1.5,0.8,2.4,5.6,2.5
1996,"Tennessee",61.4,42.5,15.3,4.8,4,19.6,38.1,52.7
1996,"Texas",140.3,268.6,212.5,13.1,11.2,230.4,165.9,200.8
1996,"Utah",33.9,16.1,8.8,3.1,2,10.1,13.4,30.2
1996,"Vermont",0,5.9,0.4,1.5,0.7,0.4,3.7,0
1996,"Virginia",40.4,53.2,14.3,8,6.1,17.7,42.7,33.4
1996,"Washington",8.5,57.3,15.2,4.8,3.3,17.5,44.7,10.7
1996,"West Virginia",86.1,12.7,8.7,2.6,2,13.8,10.9,78.2
1996,"Wisconsin",42.9,36.4,21.5,11.4,5.9,16.4,27.7,39.4
1996,"Wyoming",44.8,9.1,5.7,1,1.3,10.2,6.8,40.3
1997,"Alabama",81.7,34.8,17.8,3.4,2.4,28.9,31,68.6
1997,"Alaska",1.2,18.2,22.6,1.7,2.5,21.7,13.3,2.8
1997,"Arizona",34.9,29.3,7.2,1.9,1.9,5,27.6,35
1997,"Arkansas",23.3,22.4,14,2.7,1.8,11.9,19.3,24
1997,"California",7.8,229.1,115.9,26.7,15.3,76.2,198.8,35.8
1997,"Colorado",34.2,24.5,16.5,6.1,4.1,8.4,22.6,34
1997,"Connecticut",4.2,30.6,7.8,8,4.2,2.8,15.1,12.5
1997,"Delaware",4.6,9.4,2.6,1.1,0.7,4.3,4.7,5.8
1997,"District of Columbia",0.1,2.2,1.9,1,1.4,0,1.7,0.1
1997,"Florida",71,119,29,1.3,3.7,15.8,90.3,107.9
1997,"Georgia",72.4,64.5,20.2,7.2,4,20,57.2,68.7
1997,"Hawaii",2,16.8,0,0,0.2,2.3,8.3,8
1997,"Idaho",0.6,9.5,3.7,1.1,0.9,3.6,8.1,0.1
1997,"Illinois",92,76.5,58,28.5,12.8,48,57.5,79.7
1997,"Indiana",134.1,53.9,29.8,11,5.8,49.1,42.9,109
1997,"Iowa",36.9,22.7,11.1,5.2,3.3,13.5,18.4,30.3
1997,"Kansas",29.3,24.4,18,4.3,2.5,15.8,18.6,30.5
1997,"Kentucky",92.2,37.5,12.8,5,3.5,20,30.1,83.9
1997,"Louisiana",21.4,108,94.9,3.4,1.7,123.6,56.6,39
1997,"Maine",0.8,18.6,0.3,3.9,1.6,4.5,7.9,1.8
1997,"Maryland",27.3,33.4,11.5,7,4.2,7,26.1,27.9
1997,"Massachusetts",11.7,52.4,21.8,14.3,9.5,5.5,30.1,26.5
1997,"Michigan",73.6,65.2,52.5,24.8,11.9,28.2,55,71.4
1997,"Minnesota",32.3,40.6,19.2,9.7,6.2,15.7,29.9,30.6
1997,"Mississippi",12.4,29.5,14,2,1.5,10.2,24.3,17.9
1997,"Missouri",63.3,47.3,15.1,8.7,5.2,10.6,41,60.2
1997,"Montana",15.3,11,3.3,1.4,1,4.5,7,15.7
1997,"Nebraska",18.2,15.7,7,2.9,2.1,5.6,12.7,17.6
1997,"Nevada",15.7,15,7.2,1.6,1.4,2.9,12.6,19.4
1997,"New Hampshire",4.2,11.3,1.1,2.9,1.4,1,6.2,5.1
1997,"New Jersey",9.4,76.6,39,17.1,11.5,19.7,59.6,17.1
1997,"New Mexico",27.3,14.8,13.9,2.3,1.6,7.5,15.4,29.2
1997,"New York",30.7,102.7,72,34.8,29.8,22.5,65.6,52.7
1997,"North Carolina",72.4,59.1,11.8,6.9,4.5,18.6,46,67.3
1997,"North Dakota",36.4,8,2.9,1.2,0.9,11.7,5.3,28.2
1997,"Ohio",132.8,79.1,49.7,23,12.6,43,63.8,119.2
1997,"Oklahoma",37.1,31.6,30.4,4.3,3.1,23,26.2,42.5
1997,"Oregon",1.6,24.2,10.2,2.3,1.9,7.1,22,2.7
1997,"Pennsylvania",147.7,90.6,38.8,24.6,13.5,60.9,65.4,112.7
1997,"Rhode Island",0,7.2,6.3,2.6,1.4,1.6,4.6,3.3
1997,"South Carolina",34.2,29.3,8.4,2.3,1.8,13.8,24.3,29.7
1997,"South Dakota",4,7.2,2,1.3,0.8,2.3,5.4,3.4
1997,"Tennessee",64.2,43,15.5,4.4,3.9,20.2,38.5,55.7
1997,"Texas",143.8,292.3,210.4,13.6,13.1,244.1,170.3,205.4
1997,"Utah",35.3,16.5,9.1,3.3,2.1,10.2,14.1,31.2
1997,"Vermont",0.2,5.7,0.4,1.4,0.7,0.6,3.6,0
1997,"Virginia",40.8,55.5,13.8,7.6,5.6,18,44.1,34.8
1997,"Washington",7.5,57.2,14.2,4.8,3.3,16.2,45.7,8.9
1997,"West Virginia",88.5,13.5,9,2.6,1.9,12.4,11.9,82.2
1997,"Wisconsin",45.9,36.1,21.5,10.3,5.9,16.8,27.8,42.7
1997,"Wyoming",44.2,8.8,5.7,0.7,0.9,10.3,6.8,40
1998,"Alabama",80.7,34.8,18.1,3.1,1.9,26.4,31.6,70.6
1998,"Alaska",1.6,18.5,23,1.6,2.6,22.4,13.6,2.9
1998,"Arizona",36.6,31.4,8.5,2.1,2.3,4.7,29.8,37.6
1998,"Arkansas",24.1,22.4,14.5,2.4,1.7,11.7,19.5,25.7
1998,"California",6.2,228.7,128.3,32.2,17.7,74.4,199.6,39.3
1998,"Colorado",34.4,25.8,17.4,5.9,3.7,8.9,23.7,35.4
1998,"Connecticut",3.1,30.1,7.2,6.9,4,2.7,15.4,11.4
1998,"Delaware",4.3,9.5,2.2,1,0.6,4.2,4.7,5.5
1998,"District of Columbia",0,2.4,1.6,0.8,1.2,0,1.7,0.3
1998,"Florida",70.7,133.1,28.1,1.5,3.5,16,91.8,119.1
1998,"Georgia",72.5,65.8,20.1,6.8,3.6,18.6,59.1,70.3
1998,"Hawaii",1.7,17,0,0.1,1,1.7,8.1,7.8
1998,"Idaho",0.8,9.5,3.8,1.1,0.9,3.7,8.3,0.1
1998,"Illinois",89.5,75.8,51.7,23.6,10.9,45.3,58.7,78.5
1998,"Indiana",136.4,54.8,27.9,9.1,5.5,50,43.3,111.2
1998,"Iowa",40.2,24.6,9.8,4.3,2.9,14.2,19.1,34.1
1998,"Kansas",29.3,24.3,17.2,4.3,2.5,14.3,18.6,31.1
1998,"Kentucky",90.5,39,11.2,4.2,2.9,19.3,30.1,84.2
1998,"Louisiana",21.3,103.2,85.5,3,1.6,108.5,55.5,41.4
1998,"Maine",0.7,18.4,0.2,4.1,1.7,3.8,7.7,2
1998,"Maryland",28.7,36.2,10.3,6.2,4.7,6.3,26.9,31.1
1998,"Massachusetts",10.4,54.1,19.5,13.1,8.2,5.4,30.1,27.2
1998,"Michigan",78,66.2,46.3,21,10.1,26.7,56.3,76.4
1998,"Minnesota",33.7,40.4,18,8.1,5.5,15.6,31.4,31.5
1998,"Mississippi",11.9,31.7,13.4,1.9,1.5,9.4,24.5,19.7
1998,"Missouri",65.6,51,13.8,7.2,4.5,10.2,44.6,63.9
1998,"Montana",17.5,10.9,3.2,1.2,0.8,4.6,7,18
1998,"Nebraska",19.3,16.7,7,2.7,1.6,6.4,13.4,18.9
1998,"Nevada",17.4,15,8.3,1.9,1.5,2.9,13,21.4
1998,"New Hampshire",3.6,11.9,1,2.7,1.2,1,6.8,4.8
1998,"New Jersey",8.1,75.4,37,15.1,10.1,18.7,60.6,16
1998,"New Mexico",27.4,15.4,12.8,2.3,1.6,6.6,15.4,29.7
1998,"New York",31.7,105.5,67.1,31.6,27.8,21.7,66.1,57.1
1998,"North Carolina",71.3,59.7,11.8,6.7,4.3,17.4,47.1,67.3
1998,"North Dakota",38.6,7.3,2.4,1,0.8,11.7,4.7,30.1
1998,"Ohio",136.8,79,44.6,19.3,10.5,42.5,64.6,123.5
1998,"Oklahoma",34.9,31.8,31,4,2.7,20.9,26.8,43.3
1998,"Oregon",3.4,25.5,12.6,2.4,1.9,8,23,6.2
1998,"Pennsylvania",138.1,92.8,35.5,21,12,50.4,67.4,115.6
1998,"Rhode Island",0,6.7,7.1,2.4,1.1,2.6,4.4,3.3
1998,"South Carolina",35.2,31.1,8.8,2.2,1.9,13.8,25.7,31.5
1998,"South Dakota",3.8,7.2,1.8,1.1,0.7,2.1,5.6,3.3
1998,"Tennessee",61.6,44.9,15.2,4,3.6,20.4,39.4,54.3
1998,"Texas",140.6,294,217.5,12.1,11.1,234.8,179.4,214.7
1998,"Utah",37.3,16.8,9.5,3.3,2.2,11.7,14.3,32.1
1998,"Vermont",0,5.9,0.4,1.4,0.8,0.5,3.6,0
1998,"Virginia",41.4,56.4,14.4,7,5.4,17.8,44.9,37.1
1998,"Washington",9.8,57,16,4.7,3,20.4,43,11.7
1998,"West Virginia",92.2,14.4,8,2.2,1.9,14.9,12.5,83.1
1998,"Wisconsin",44.6,37.3,19.7,8.9,5.6,15.7,29.4,42
1998,"Wyoming",48.7,8.8,6.2,0.7,1,10.5,7.1,44.4
1999,"Alabama",81.7,35.8,18.5,3.3,2.1,26.8,32,71.8
1999,"Alaska",1.5,19.6,22.4,1.9,2.8,21.2,14.6,3
1999,"Arizona",38,33.3,8.9,2.1,2.2,4.8,31.4,39.7
1999,"Arkansas",25.2,24.3,13.7,2.7,1.8,11.2,20.7,26.8
1999,"California",6.6,234.1,126.2,31.9,15,72.7,204,43.3
1999,"Colorado",34.4,27.6,17.6,6.3,3.8,8.6,25.3,35.6
1999,"Connecticut",1.4,32,8.3,7.9,4.3,2.7,16.7,10.1
1999,"Delaware",3.4,9.8,3,1.1,0.6,4.6,4.9,5
1999,"District of Columbia",0,2.4,1.8,0.9,1.2,0.1,1.7,0.3
1999,"Florida",67.6,132.7,31,1.4,3.6,16.2,94.5,115.6
1999,"Georgia",73.9,68.6,18.5,6.4,3.3,18.6,61.1,71.6
1999,"Hawaii",1.7,16.8,0,0,0.2,1.6,8.8,7.9
1999,"Idaho",0.7,10.4,4,1.4,1.1,3.7,8.8,0.1
1999,"Illinois",90.4,82.3,53.7,25.8,11.4,44.9,64.8,79.5
1999,"Indiana",139.2,56.7,29.7,10.3,5.4,51.5,44.2,114.2
1999,"Iowa",40.8,24.9,10.7,5,3.4,14.9,18.9,34.2
1999,"Kansas",31.1,27.3,16.1,4.6,2.4,14.8,19.7,33
1999,"Kentucky",93.2,40,11.9,4.6,3.5,19.1,31.1,86.8
1999,"Louisiana",21.5,108.8,79.3,2.9,1.8,108.2,55.4,41.3
1999,"Maine",0.7,19.5,0.3,4,1.5,3.6,8,3.4
1999,"Maryland",28.8,38.2,10.7,6.6,4.5,6.3,28.3,32
1999,"Massachusetts",10.8,51.5,19.2,13.9,6.3,6.1,30.9,24.3
1999,"Michigan",78.5,69.6,50.2,23.2,10.6,30.2,58.7,75.6
1999,"Minnesota",32.2,42,18.6,8.5,5.5,15,33.5,30.3
1999,"Mississippi",13,32.1,16.9,1.9,1.4,12,25.8,20.9
1999,"Missouri",64.9,52,14.3,7.8,4.8,11.5,44,63.1
1999,"Montana",17.6,11.4,3.4,1.3,0.8,4.9,7.3,18.1
1999,"Nebraska",18.7,16.6,6.5,2.7,1.6,5.6,13.7,18.2
1999,"Nevada",17.2,15.6,8.6,1.9,1.4,2.7,13.9,21.5
1999,"New Hampshire",3.3,12.5,1.1,2.9,1.3,1,7.1,4.6
1999,"New Jersey",8.4,76.9,39.2,16.2,11.7,19.5,60.4,16.7
1999,"New Mexico",28.2,16,12.2,2.3,1.7,6.7,15.4,30.3
1999,"New York",30,107.2,69.4,34.3,30.3,17.8,66.6,57.6
1999,"North Carolina",70.1,59.2,12,6.3,4.1,16.2,48.1,66.6
1999,"North Dakota",38.8,7.8,2.8,1.1,0.9,11.5,5.6,30.3
1999,"Ohio",130.5,82.9,46.3,21.4,10.8,42.4,66.4,118.7
1999,"Oklahoma",34.1,33.7,29.2,3.8,2.4,20.6,28,42.2
1999,"Oregon",3.6,26.4,13.2,2.8,2.1,8.8,23.2,6.3
1999,"Pennsylvania",133.3,93.6,37.9,23.5,12.1,49.8,68,111.4
1999,"Rhode Island",0,6.7,6.3,2.3,1,2.2,4.6,2.9
1999,"South Carolina",38,31.5,8.9,2.3,2.3,13.4,26.4,34
1999,"South Dakota",4.4,7.2,1.8,1.1,0.7,2.2,5.7,3.7
1999,"Tennessee",61.2,46.1,15.2,4.3,3.7,20,40.6,53.9
1999,"Texas",144.5,278.3,205.5,11.7,11.4,208.7,177.8,218.7
1999,"Utah",36.2,17.1,9,3.2,2.2,9.2,14.8,32.9
1999,"Vermont",0.2,5.8,0.4,1.3,0.7,0.7,3.7,0
1999,"Virginia",41.9,56.9,15.3,7.1,5.4,17.3,45.8,38.5
1999,"Washington",9.1,58.8,16,5.3,3.5,20.7,43.7,10.7
1999,"West Virginia",93.7,14,7.8,2.4,2.1,13.1,12.2,85.7
1999,"Wisconsin",45.3,40.1,20.3,10,5.6,17.4,30.1,42.6
1999,"Wyoming",46.9,10.1,5.4,0.8,0.9,9.9,8.1,42.7
2000,"Alabama",85.2,37.4,19.5,3.6,2.2,26.1,33.5,76.7
2000,"Alaska",1.6,19.5,23.2,1.8,2.6,21.2,15.5,3.2
2000,"Arizona",40.9,34.2,11,2.2,2.2,4.7,32.2,44.8
2000,"Arkansas",25.3,24.8,13.7,2.9,2.1,11.5,20.8,26.5
2000,"California",6.6,245.4,130.2,27.5,14.3,72.4,215.1,52.9
2000,"Colorado",36.6,28.5,19.5,6.8,3.7,9.4,25.5,39.2
2000,"Connecticut",3.4,30.9,8.7,8.6,4.5,2.9,16.2,10.8
2000,"Delaware",4.7,9.2,2.7,1.2,0.6,4.4,5.1,5.3
2000,"District of Columbia",0,2.5,1.8,0.9,1.4,0,1.8,0.2
2000,"Florida",71.8,137.4,30.4,1.5,4.8,15.2,100.2,117.9
2000,"Georgia",77.4,69.4,22.4,8.7,4.1,19.6,61.2,75.6
2000,"Hawaii",1.7,17.1,0,0,0.2,1.5,9,8.1
2000,"Idaho",1.3,10.4,3.9,1.5,1,4.3,8.7,0.1
2000,"Illinois",95.9,82.5,55.1,26.6,12.2,42.5,66.5,85.7
2000,"Indiana",150.1,57.6,30.5,10.5,6.1,54.8,46.2,120.6
2000,"Iowa",42.1,24.8,10.7,5.1,3.2,14.7,18.6,36
2000,"Kansas",34.2,25.2,16.8,4.5,2.6,14.4,18.6,36.1
2000,"Kentucky",94.2,39.2,12.4,4.7,3.1,18.3,31.3,88.4
2000,"Louisiana",23.9,123.3,82.7,3.3,2.5,120.2,61.2,42.7
2000,"Maine",0.9,18.9,2.6,3.9,1.9,4.5,8.5,3.6
2000,"Maryland",29.5,36.5,11.5,7.1,4.7,6.1,28.5,31.1
2000,"Massachusetts",10.7,52.7,18.8,15.5,6.7,5.8,31.9,22.3
2000,"Michigan",75.4,66.9,51.5,24.1,11.1,28.5,56.9,73.2
2000,"Minnesota",35.3,43.3,19.4,9.3,5.8,15.4,34.7,32.8
2000,"Mississippi",13.9,31.1,16.6,2.4,1.6,11.1,25.1,21.4
2000,"Missouri",65,45.7,15.3,7.7,4.6,10,39.2,64.5
2000,"Montana",16.7,11.1,3.6,1.4,0.8,4.5,7.4,17.3
2000,"Nebraska",19.6,15.3,6.8,2.8,1.7,5.9,12.1,19.2
2000,"Nevada",18.8,16.2,10.3,1.8,1.6,2.5,14.4,25
2000,"New Hampshire",4.1,11.9,1.4,2.9,1.5,1.3,7.2,4.5
