"Year","State","Coal","Oil","Gas","Residential","Commercial","Industry","Transport","Electricity"
1986,"South Dakota",2.7,6.6,1.3,1.3,0.7,2.1,4.2,2.3
1986,"Tennessee",56.8,37.1,10.2,2.7,3.4,18.3,32.5,47.2
1986,"Texas",109.3,216.6,168,12.3,11.2,159.8,146.9,163.7
1986,"Utah",17.7,12.8,5.3,3.1,1,6.9,10.1,14.7
1986,"Vermont",0,4.7,0.3,1.2,0.5,0.6,2.7,0
1986,"Virginia",28.3,51.1,7.8,7.3,4.6,17.8,37.4,20.1
1986,"Washington",5.9,47.7,6.3,3,3.1,14,34.7,5.1
1986,"West Virginia",82.4,12.8,6.4,2.7,1.6,15.5,9.6,72.2
1986,"Wisconsin",34.9,30.4,14.9,9.6,4.2,13.6,22.5,30.3
1986,"Wyoming",31.6,7.2,4.1,0.9,0.8,8,4.5,28.7
1987,"Alabama",61.9,30.2,11.3,3.4,2.2,24.1,25.9,47.8
1987,"Alaska",0.4,16.6,13.4,1.3,4.5,12.8,9.5,2.3
1987,"Arizona",26.5,23,6.5,1.8,1.9,3.4,21.9,27
1987,"Arkansas",19.8,18,9.2,2.6,1.5,6.6,15.3,21
1987,"California",4.2,230.1,105.7,28.6,15.9,73.6,184.7,37.2
1987,"Colorado",27.8,21.6,10.8,4.8,3.9,5.1,19.8,26.6
1987,"Connecticut",1.9,33.2,5.1,8,3.9,3.3,14.9,10.1
1987,"Delaware",6.6,9.3,2,1.3,0.6,3.4,4.7,7.9
1987,"District of Columbia",0.1,3.1,1.7,1.1,1.6,0,1.9,0.3
1987,"Florida",55.1,102.9,16.7,2.1,6.8,11,76.1,78.7
1987,"Georgia",66.8,53.5,16.5,6.5,4.5,16.5,47,62.3
1987,"Hawaii",0.1,16.8,0,0,0.2,1.8,8.9,6
1987,"Idaho",0.8,7.3,2,0.7,0.6,3,5.8,0
1987,"Illinois",73.4,76.2,46.3,23.4,12.2,50,50.2,60.1
1987,"Indiana",109.3,52.9,21.9,9.9,5.4,52.4,40.3,76.1
1987,"Iowa",27.1,19.4,8.4,4.1,2.6,10.1,15.6,22.5
1987,"Kansas",25.1,25.7,18.2,4.2,3.2,17.1,19,25.5
1987,"Kentucky",70.2,31.7,9.5,4.6,2.8,17.8,24.3,61.9
1987,"Louisiana",16.2,84.2,80.7,3.6,2.3,99.8,46.2,29.2
1987,"Maine",0.6,16.8,0.1,3,1.4,3.2,7.7,2.2
1987,"Maryland",27,34.5,9.2,7.3,3.7,12.8,24.1,22.8
1987,"Massachusetts",11,63,12.4,15.2,7.2,8.5,28.6,26.9
1987,"Michigan",78.9,59.9,35.4,21.4,11.6,26.7,46.5,68
1987,"Minnesota",24.1,31.6,12.7,7.4,4.4,10.8,23.3,22.5
1987,"Mississippi",11.5,23.8,11.2,1.8,1.5,9.6,20.4,13.2
1987,"Missouri",49.7,39.2,12.4,7.6,4.8,10.3,32.5,46.1
1987,"Montana",12.5,8.7,2,1.1,0.8,3.3,5.8,12.2
1987,"Nebraska",10.9,13.5,5.6,2.4,2,4.9,10.2,10.5
1987,"Nevada",14.5,10.5,2.2,1,1,1.3,9,14.9
1987,"New Hampshire",2.9,11.7,0.6,2.6,1.3,1.3,5.3,4.7
1987,"New Jersey",8.6,88.7,22.3,17.8,10.4,16.7,60.2,14.5
1987,"New Mexico",24.5,12.9,8.7,1.8,1.4,5.4,12.1,25.4
1987,"New York",27.6,132.8,42.6,38.3,27.3,20.6,62.6,54.2
1987,"North Carolina",47.1,52.5,8.2,7,4,17.1,38.7,41
1987,"North Dakota",29.9,7.9,1.1,0.9,0.6,11,4.8,21.6
1987,"Ohio",134.4,73.9,39.5,21.9,11.5,51.4,56.3,106.7
1987,"Oklahoma",22.6,27.7,32.7,3.8,2.2,22.1,23.1,31.8
1987,"Oregon",0.3,22.9,4.3,1.7,1.7,5.4,18.7,0
1987,"Pennsylvania",129.5,93.2,35,25.3,13,58.3,59,102.1
1987,"Rhode Island",0,7.9,1.9,2.6,1.2,1,4.3,0.7
1987,"South Carolina",27.8,24.3,5.7,2.7,1.8,12.6,19.2,21.5
1987,"South Dakota",1.4,7,1.1,1.2,0.7,2.2,4.4,1
1987,"Tennessee",56.1,36.1,10.9,3.1,3.4,18.2,31.7,46.7
1987,"Texas",113.1,212.5,174,13.3,12.5,164.8,143.6,165.4
1987,"Utah",25.7,13.1,5.6,2.7,1.5,5.4,10.3,24.5
1987,"Vermont",0,5.2,0.3,1.3,0.6,0.6,3,0
1987,"Virginia",31.7,53.4,8.9,7.8,5,18.7,40.1,22.4
1987,"Washington",9,49.5,7.2,2.9,3.3,15.6,35.6,8.3
1987,"West Virginia",81.9,13.5,6.6,2.6,1.7,15.8,10.1,71.8
1987,"Wisconsin",36.3,30.5,14.9,9.1,4.4,13.6,22.6,32
1987,"Wyoming",40.2,8.2,4.6,0.9,0.9,8.8,5.4,37
1988,"Alabama",61.3,30.9,12.9,3.4,2.7,26.6,26.4,46
1988,"Alaska",0.4,15,15.3,1.2,1.7,14.8,10.7,2.3
1988,"Arizona",29.1,23.4,6.8,1.7,1.9,3.7,22.6,29.4
1988,"Arkansas",20.6,18.9,11.6,2.7,1.7,9.3,16,21.4
1988,"California",4.7,244.6,98.7,28.4,17.6,70.1,195.3,36.6
1988,"Colorado",29.4,21.6,11.6,5.1,4.2,5.9,19.2,28.2
1988,"Connecticut",2.1,35.7,4.9,8.9,3.8,3.3,15.4,11.3
1988,"Delaware",6.5,10.4,1.6,1.3,0.5,3.6,4.6,8.5
1988,"District of Columbia",0.1,3,1.7,1,1.3,0,2,0.5
1988,"Florida",57.5,111,16.3,2,6.3,12.5,80.6,83.4
1988,"Georgia",65.7,55.9,17.6,6.9,4.4,17.4,49.4,61.1
1988,"Hawaii",0.1,19.8,0,0,1.2,2.2,10.1,6.4
1988,"Idaho",0.8,7.5,2.1,0.7,0.8,3,5.9,0
1988,"Illinois",69.9,79.7,51.6,26.6,13.4,52.6,53.7,54.9
1988,"Indiana",118.7,51.3,24.4,10.8,5.8,56.3,39.2,82.3
1988,"Iowa",28.8,19.9,10.4,4.8,3,10.8,16.1,24.4
1988,"Kansas",25.3,27.5,18.5,4.4,3.5,17.4,20,26
1988,"Kentucky",77.2,34,10.1,4.9,3.3,17.6,26.4,69.1
1988,"Louisiana",20,90.2,77.6,3.5,2.2,99.5,49.4,33.2
1988,"Maine",0.7,19.9,0.2,3.4,2.2,4,8.8,2.4
1988,"Maryland",28.3,36.1,9.3,7.8,3,12.7,25,25.2
1988,"Massachusetts",10.9,63.5,11.5,15.3,7.8,5.7,29.7,27.4
1988,"Michigan",78.1,62.6,40.5,23.8,11.1,31.2,48.1,67
1988,"Minnesota",28.5,33.2,15.2,8.7,5.4,11.3,24.3,27.2
1988,"Mississippi",12.2,25.9,11.5,1.9,1.4,10.8,21.5,14
1988,"Missouri",51.5,40.2,13.5,8.1,4.9,10.6,33.7,47.9
1988,"Montana",17.1,8.9,2.3,1.2,0.8,3.7,5.9,16.7
1988,"Nebraska",13.2,14.6,6.2,2.6,2.3,5.2,11.1,12.8
1988,"Nevada",17.3,11.5,2.6,1,1.1,1.9,9.3,18.1
1988,"New Hampshire",3.1,12,0.7,2.5,1.3,1,5.5,5.5
1988,"New Jersey",7.6,88.1,21.8,18.5,10.9,16.5,57.5,14.1
1988,"New Mexico",25,13,9.8,1.8,2.1,5.1,12.8,26
1988,"New York",31.3,136.2,43.2,40,27.8,20.9,59.8,62.2
1988,"North Carolina",48.5,55.1,8.4,7.4,4.5,16.7,41,42.4
1988,"North Dakota",34.7,7.7,1.3,1,0.7,10.3,4.8,26.9
1988,"Ohio",138.5,74.3,44.5,23.2,12.5,54.7,56.9,110
1988,"Oklahoma",25.3,28.4,32.4,4.3,3.1,21.3,23.4,34
1988,"Oregon",0.3,24.5,4.7,1.9,1.9,5.7,20,0
1988,"Pennsylvania",137.5,95.3,36.6,26.8,13.4,61.6,61.2,106.4
1988,"Rhode Island",0.4,8.3,1.6,2.8,1.1,1.2,4.4,0.8
1988,"South Carolina",28.4,26.8,6.1,2.6,2,13.4,21.1,22.2
1988,"South Dakota",3.1,6.9,1.4,1.2,0.8,2.1,4.5,2.8
1988,"Tennessee",57.3,37,11.7,3.5,3.7,18.8,32.2,47.8
1988,"Texas",119,227.9,185.4,13,12.9,183.2,151.4,171.8
1988,"Utah",31.7,13.5,6.2,2.7,1.7,9.1,10.8,27.1
1988,"Vermont",0,5.3,0.3,1.3,0.6,0.6,3.1,0
1988,"Virginia",32.2,55.7,9.1,8.2,4.7,19.1,42.4,22.6
1988,"Washington",9.4,52.1,8,3.3,3.8,16.4,37.3,8.7
1988,"West Virginia",86,13.8,7.1,2.8,1.9,17.2,10.4,74.6
1988,"Wisconsin",37,32.4,16.9,10.3,4.8,14.2,24.2,32.8
1988,"Wyoming",42,8.8,4.5,0.9,1,8.6,5.9,38.9
1989,"Alabama",64,32.5,13.4,3.3,2.4,25.4,28.2,50.6
1989,"Alaska",0.4,16.5,17,1.4,1.5,16.1,12.4,2.5
1989,"Arizona",33.2,24,8,1.7,1.9,4.1,22.6,34.9
1989,"Arkansas",19.2,19.2,13.4,2.8,1.8,10.4,16.5,20.3
1989,"California",6.2,248.6,108.7,29.9,17.8,69.8,201.8,44.2
1989,"Colorado",30.5,20.7,12.8,5.1,4,6.5,18.6,29.8
1989,"Connecticut",2.2,36.6,5.4,9.2,4.3,3.1,15.5,12.1
1989,"Delaware",5.7,10,1.8,1.2,0.5,3.4,4.7,7.7
1989,"District of Columbia",0.1,3.1,1.7,1,1.2,0,2,0.7
1989,"Florida",59.9,111.3,17.8,1.7,5.7,12,81.3,88.3
1989,"Georgia",62.7,54.2,17.2,6.7,3.9,17.6,47.9,58
1989,"Hawaii",0.1,20.7,0,0,1,2,11.1,6.7
1989,"Idaho",0.9,7.8,2.5,0.8,0.9,3.3,6.2,0
1989,"Illinois",67.6,72.1,53.4,28.6,12.2,43.8,54.6,53.9
1989,"Indiana",121.2,53,24.7,10.9,5.9,55.3,40.3,86.5
1989,"Iowa",29.9,19.6,9.5,4.7,2.6,11,16.2,24.5
1989,"Kansas",25.2,26.6,18,4.4,3.4,16.7,19.4,25.9
1989,"Kentucky",72.1,35.1,10.4,4.8,3,18.6,27.9,63.3
1989,"Louisiana",19.5,88.7,83.6,3.4,2,103.8,49.6,33
1989,"Maine",0.6,18.5,0.2,3.1,2,3.7,7.9,2.6
1989,"Maryland",27.8,39,10.5,7.1,3.4,12,25.7,29.1
1989,"Massachusetts",11.5,64.6,13.8,16.3,8.7,5.9,29.7,29.3
1989,"Michigan",74.3,62.1,42.4,24.6,11.6,30.2,47.7,64.7
1989,"Minnesota",30.6,33.4,15.8,9.4,5.7,11.8,23.9,29
1989,"Mississippi",9,25.1,12.4,1.9,1.5,11.4,20.1,11.6
1989,"Missouri",51.8,40.3,13.5,8.4,4.5,10.2,34.1,48.4
1989,"Montana",16.8,9.3,2.4,1.3,1,4,5.8,16.4
1989,"Nebraska",12.3,13.9,6.2,2.7,2.1,5.1,10.5,12
1989,"Nevada",16.1,11.9,3.4,1.2,1.1,2.4,9.4,17.3
1989,"New Hampshire",2.9,12.3,0.7,2.9,1.3,0.9,5.4,5.4
1989,"New Jersey",8.9,88.3,24.9,18.4,11.4,16.5,59.1,16.7
1989,"New Mexico",26.3,13.2,10.9,1.8,1.9,5.6,13.4,27.7
1989,"New York",34.2,135.2,46.2,38.6,27.4,21.4,60,68.2
1989,"North Carolina",55.7,51.3,8.8,6.6,4,16.5,39.1,49.6
1989,"North Dakota",34.1,8,1.4,1.1,0.9,11.2,4.7,25.6
1989,"Ohio",138,74.8,45,23.8,11.8,51.6,57.1,113.5
1989,"Oklahoma",25.4,29.5,33,4.3,2.7,22.1,24.7,34.1
1989,"Oregon",0.6,24,5.9,2.1,1.8,5.1,20.3,1.2
1989,"Pennsylvania",139.9,95,37.8,27.7,14.5,62.3,57.7,110.5
1989,"Rhode Island",0.1,7.4,1.9,2.6,1.1,0.9,4.3,0.5
1989,"South Carolina",28.4,26.1,6.3,2.6,1.7,13.2,20.5,22.8
1989,"South Dakota",3.2,7.2,1.4,1.4,0.7,2.4,4.5,2.8
1989,"Tennessee",53.3,37.4,12.2,3.6,3.7,18.7,33.3,43.6
1989,"Texas",125.6,230.7,195.7,14.1,12.9,188.3,152.1,184.6
1989,"Utah",32.9,12.8,6.6,2.9,1.7,9.5,10.2,28
1989,"Vermont",0,5.3,0.3,1.5,0.6,0.5,3,0
1989,"Virginia",36.1,54.5,9.5,7.8,4.5,18.7,40.7,28.4
1989,"Washington",9,53.7,8.9,3.4,3.4,15.4,40.4,9
1989,"West Virginia",87.7,14.4,7.3,2.7,2,18.2,10.4,76.1
1989,"Wisconsin",36.6,32.8,17.6,10.6,5.1,14.5,24.3,32.5
1989,"Wyoming",40,8.9,4.7,0.8,0.9,9.2,6,36.7
1990,"Alabama",64.2,32.3,13.4,3.1,2.4,25.5,28,50.9
1990,"Alaska",1.1,16.1,17.4,1.5,2.2,16.2,12.1,2.6
1990,"Arizona",32.4,23.5,7,1.9,1.9,3.9,22.7,32.5
1990,"Arkansas",20.1,18.6,12.4,2.5,1.6,9.6,16.1,21.3
1990,"California",7.9,244.3,111.5,29.5,18.9,71.7,203.2,40.4
1990,"Colorado",31.8,21.1,12.3,4.9,3.8,6.5,19.1,30.9
1990,"Connecticut",3.6,31.4,5.8,8.1,3.8,3,14.6,11.3
1990,"Delaware",5.5,10.1,1.8,1,0.5,4,4.5,7.4
1990,"District of Columbia",0.1,2.7,1.5,0.9,1.2,0,1.8,0.4
1990,"Florida",59.7,110.8,18.2,1.5,6.3,12.5,81.4,87
1990,"Georgia",67.2,55,16.9,5.8,3.8,18.9,48.5,62.1
1990,"Hawaii",0.1,21.5,0,0,0.6,2.3,11.1,7.6
1990,"Idaho",0.9,7.9,2.6,0.8,0.8,3.5,6.3,0
1990,"Illinois",70.4,71.9,50.6,25.3,12.4,44,54,57.2
1990,"Indiana",128.1,53.8,24.2,9.5,5.4,54.5,40.7,96
1990,"Iowa",31.5,19.4,9.1,4.1,2.6,10.8,16.2,26.3
1990,"Kansas",25.6,25.6,18.8,4.1,3.3,16.7,19.2,26.7
1990,"Kentucky",75.7,33.3,10.2,4.1,2.7,18.9,26.3,67.2
1990,"Louisiana",19.7,93.1,85.2,3.2,1.9,109.5,49.2,34.2
1990,"Maine",1,17.9,0.2,2.9,2.3,3.5,8.2,2.2
1990,"Maryland",27,33.7,9.4,6.1,2.9,11.3,23.5,26.3
1990,"Massachusetts",10.7,58.5,14.6,15,8.5,5.7,28.9,25.7
1990,"Michigan",74.2,59.1,46.6,21.6,10.4,33.5,47.6,66.8
1990,"Minnesota",30.7,32.9,15.5,8.1,5.7,12.8,23.6,28.9
1990,"Mississippi",9.8,25.4,14,1.9,1.4,12.3,20.2,13.4
1990,"Missouri",50.9,39.2,12.8,7.4,4.5,9.7,33.6,47.7
1990,"Montana",15.9,9.4,2.3,1.2,0.9,4.3,5.8,15.4
1990,"Nebraska",13.3,13.6,5.7,2.4,2.1,4.6,10.4,13.1
1990,"Nevada",15.6,11.6,3.4,1.2,1,2.2,9.4,16.8
1990,"New Hampshire",3,11,0.8,2.4,1.4,0.9,5.2,4.9
1990,"New Jersey",7.6,78.8,23.7,15.2,10.7,15,57,12.2
1990,"New Mexico",26,14,13.4,2,1.6,7.7,14.8,27.3
1990,"New York",32.9,128.4,47.5,33.5,27.1,20.1,63.9,64.2
1990,"North Carolina",53.6,48.9,8.8,5.2,3.7,17.8,38.1,46.5
1990,"North Dakota",35.3,7.6,1.5,1,0.6,11.2,4.6,27
1990,"Ohio",134.2,71.7,41.2,20.6,10.6,50.3,55.8,109.8
1990,"Oklahoma",26.3,28.7,33.3,3.9,2.5,23.4,23.7,34.8
1990,"Oregon",1.4,23.5,6,2.1,1.9,5.2,20,1.7
1990,"Pennsylvania",138.3,90.5,36,23.5,13.1,64.1,59.3,104.8
1990,"Rhode Island",0,6.8,2.1,2.4,1.1,0.6,4.1,0.7
1990,"South Carolina",27.3,26.8,7.1,2.1,1.4,13.4,22,22.3
1990,"South Dakota",3.3,7.2,1.3,1.3,0.7,2.3,4.6,2.9
1990,"Tennessee",56.6,36.4,12,3.2,3.4,18.7,32.7,47
1990,"Texas",125.6,241.8,195,12.9,11.8,202.7,152.5,182.5
1990,"Utah",34.6,13,6.7,2.7,1.7,9.9,10.6,29.4
1990,"Vermont",0,5.2,0.3,1.4,0.6,0.5,3,0
1990,"Virginia",33.4,51.6,10.2,6.4,4.4,19.8,41.4,23.2
1990,"Washington",8,54,8.9,3.5,3.2,15.6,41.2,7.4
1990,"West Virginia",82.2,14.5,6.9,2.5,1.9,18.6,10.3,70.3
1990,"Wisconsin",37.2,32.2,16.4,9.5,4.8,14.6,24.1,32.8
1990,"Wyoming",43.3,8.3,5.4,0.8,0.9,10.4,5.7,39.2
1991,"Alabama",68.2,32.1,13.9,3,2,25.7,28.6,54.9
1991,"Alaska",1.1,14.5,19.5,1.5,2.2,17.9,11.1,2.4
1991,"Arizona",32.7,24.2,6.8,1.9,1.8,3.9,23.3,32.8
1991,"Arkansas",20.3,18.3,11.2,2.6,1.6,8.2,16.1,21.3
1991,"California",8.5,226.1,117.2,29.3,19.2,72.8,192.5,38
1991,"Colorado",31.2,21.4,14.4,5.7,4.2,7.5,19.3,30.3
1991,"Connecticut",3.6,30.3,6.1,7.8,3.6,3.2,14.5,10.9
1991,"Delaware",5.3,10.3,2,1,0.5,3.3,5.1,7.7
1991,"District of Columbia",0.1,2.5,1.6,0.9,1.3,0,1.8,0.2
1991,"Florida",61.3,109.3,19.2,1.6,6,11.8,77.1,93.3
1991,"Georgia",60.6,53.1,17.6,6.2,3.6,18.5,47.3,55.7
1991,"Hawaii",0.1,19.6,0,0,0.3,2.2,10.9,6.3
1991,"Idaho",1.1,8.1,2.9,0.9,0.9,4.1,6.2,0
1991,"Illinois",71.4,68.5,53.1,26.7,11.9,44.3,51.8,58.3
1991,"Indiana",126.1,52.1,24.5,9.8,5.3,52.1,39.7,95.8
1991,"Iowa",32.9,19.1,10,4.6,3,11.7,15.7,27
1991,"Kansas",25.3,23.2,19.8,4.3,3.3,15.8,17.9,27
1991,"Kentucky",75.7,33,10.4,4.4,2.8,17.4,26.2,68.3
1991,"Louisiana",20.2,94.2,81.9,3.2,1.9,105.2,51.8,34.2
1991,"Maine",1.5,16.9,0.2,2.9,2.2,4.2,7.6,1.7
1991,"Maryland",25.9,33.6,9.7,6.3,3.6,9.4,23.9,26
1991,"Massachusetts",11.1,56.3,15,14.2,9.2,5.1,27.6,26.3
1991,"Michigan",72.1,59.4,47.2,22.2,10.6,30.5,48.3,67.1
1991,"Minnesota",28.3,33.6,16.9,8.8,5.4,12.2,24.7,27.7
1991,"Mississippi",8.9,26.2,13.7,1.8,1.4,11.5,22,12.1
1991,"Missouri",50.3,38.8,13.8,8,4.6,9,33.4,47.9
1991,"Montana",17.4,9,2.4,1.3,0.9,4.1,5.7,16.8
1991,"Nebraska",14.3,13.4,6,2.7,2.3,4.7,10.1,13.9
1991,"Nevada",16.9,11.9,3.6,1.3,1.1,2.3,9.8,17.9
1991,"New Hampshire",3.2,10.2,0.8,2.4,1.3,0.8,5.3,4.4
1991,"New Jersey",5.8,78.8,26.3,15.1,10.8,15.2,57.9,11.9
1991,"New Mexico",22.1,15.1,12,1.9,1.7,7.5,14.6,23.5
1991,"New York",33.2,119.1,48.7,32.9,26.8,19.3,62.3,59.7
1991,"North Carolina",53.4,48.5,9.1,5.3,3.6,17.2,37.7,47.2
1991,"North Dakota",35.7,7.6,2,1.1,0.7,11.3,4.6,27.6
1991,"Ohio",133.2,69.6,42.4,21.1,10.5,46.4,55.1,112.1
1991,"Oklahoma",29.4,29,31.2,4,2.5,21.3,24.3,37.5
1991,"Oregon",3.1,24.7,6.7,2.1,1.9,5.4,21.6,3.5
1991,"Pennsylvania",134.2,88,35.4,23.7,13.1,58.1,59.2,103.5
1991,"Rhode Island",0,6.7,4.2,2.3,1.2,1.9,4.1,1.4
1991,"South Carolina",27.4,27.7,7.4,2.3,1.4,13.3,22.8,22.7
1991,"South Dakota",3.7,6.5,1.4,1.2,0.7,2.1,4.4,3.2
1991,"Tennessee",53.4,34.8,12.4,3.5,3.3,18.6,31,44.2
1991,"Texas",125.6,239.9,191.9,13.2,11.9,201.1,149.5,181.7
1991,"Utah",32.4,13.3,7.5,3.1,1.9,9.2,11,28
1991,"Vermont",0,5.2,0.4,1.4,0.6,0.5,3,0.1
1991,"Virginia",35.9,50.7,10,6.4,4.2,20.2,40.5,25.3
1991,"Washington",8.3,53.7,9.6,3.8,3.3,14.7,41.9,7.9
1991,"West Virginia",75.5,13.8,6.4,2.3,1.8,16.2,10.2,65.2
1991,"Wisconsin",38.2,32.2,17.6,10.1,5,14.9,23.9,34.1
1991,"Wyoming",42.5,7.3,5.4,0.9,0.9,9.9,5.2,38.3
1992,"Alabama",73,32.8,15.3,3.2,2.2,28.7,29.3,57.7
1992,"Alaska",1.1,15.1,20.4,1.7,2.4,19.4,10.9,2.2
1992,"Arizona",34.8,24.6,7.2,1.8,1.8,4,23.6,35.4
1992,"Arkansas",20.8,18.7,12.1,2.4,1.6,9.9,16.1,21.6
1992,"California",8.6,225.7,121.6,27.2,17.4,73.6,192.2,45.5
1992,"Colorado",32,21.9,13.9,5.4,4,7.7,19.5,31.2
1992,"Connecticut",3.6,30,6.6,9.3,4.2,3.4,14.6,8.7
1992,"Delaware",4.3,11.1,1.9,1.1,0.5,4.2,4.7,6.8
1992,"District of Columbia",0.1,2.4,1.8,1,1.4,0,1.8,0.1
1992,"Florida",61.2,111.2,19.6,1.7,5.9,13.4,79.9,91.1
1992,"Georgia",57.8,54.6,18.7,6.9,4,18.8,47.8,53.6
1992,"Hawaii",0.6,20,0,0,0.8,2.1,10.5,7.2
1992,"Idaho",0.9,7.8,2.7,0.8,0.9,3.4,6.3,0
1992,"Illinois",65.8,69.4,53.3,26.9,12.2,43.8,52.6,53
1992,"Indiana",121.3,52.3,25.8,10,5.5,50.6,39.1,94.2
1992,"Iowa",31,19.8,9.6,4.3,2.6,12,15.5,26
1992,"Kansas",23.9,24.2,17.8,4,3.1,17,17.6,24.2
1992,"Kentucky",76.6,35.4,10.7,4.6,3,18.2,27.4,69.5
1992,"Louisiana",21.1,98.6,83.1,3.3,2,109.9,52,35.6
1992,"Maine",2.6,16.5,0.2,2.9,1.8,5.5,7.4,1.7
1992,"Maryland",23.3,33.6,9.9,6.7,4,6.5,24.5,25.1
1992,"Massachusetts",10.6,55.5,18.2,16.3,8.9,6.9,27.4,24.8
1992,"Michigan",66.7,59.7,51.2,23.3,10.9,30.8,48.8,63.8
1992,"Minnesota",28.3,35.5,16.6,8.4,5,13.6,26,27.4
1992,"Mississippi",8.1,27.4,13.4,1.9,1.4,11.8,22.9,10.9
1992,"Missouri",49.2,40.6,12.7,7.7,4.5,9.2,34.7,46.4
1992,"Montana",18.2,9.4,2.5,1.1,0.7,4.2,6.3,17.8
1992,"Nebraska",13.3,13.9,5.5,2.5,2,4.9,10.5,12.8
1992,"Nevada",16.9,12.4,4.3,1.2,1.1,2.6,10,18.7
1992,"New Hampshire",3.2,10.3,0.8,2.5,1.2,1.1,5.3,4.2
1992,"New Jersey",5.9,78.6,33.3,16.5,11.3,19.2,58.2,12.6
1992,"New Mexico",25.2,15.4,11.1,2,1.7,7.6,14.1,26.3
1992,"New York",33.5,111.6,54.8,36.3,27.7,20.5,60.8,54.6
1992,"North Carolina",61.2,50.4,9.9,6,3.8,19,38.5,54.2
1992,"North Dakota",37.6,7.6,1.7,0.9,0.6,11.8,4.9,28.7
1992,"Ohio",133.3,72,44.5,22.1,11.1,48.3,54.4,113.9
1992,"Oklahoma",31,31.7,30,3.9,2.2,22.4,26.2,38
1992,"Oregon",3.8,24.9,6.8,1.9,1.7,5.9,21.6,4.4
1992,"Pennsylvania",138.3,89.3,38,25.3,14,62.1,60.5,103.7
1992,"Rhode Island",0,6.8,6.3,2.8,1.1,3,4,2.2
1992,"South Carolina",27.2,26.7,7.5,2.1,1.6,13.6,22,22.1
1992,"South Dakota",3.4,6.8,1.5,1,0.7,2,5,3
1992,"Tennessee",55.7,37.3,13.2,3.7,3.5,20,32.4,46.6
1992,"Texas",124.7,243.7,188.5,12.8,12.1,199.5,153.1,179.4
1992,"Utah",34.2,13.5,7.1,2.8,1.5,9.1,11.2,30.2
1992,"Vermont",0,5.6,0.3,1.5,0.7,0.5,3.2,0
1992,"Virginia",35.8,50.4,11.7,6.9,4.7,19.1,40.3,26.9
1992,"Washington",10,59.9,9.7,3.5,2.8,16.6,46.6,10.1
1992,"West Virginia",76.6,13.7,7.3,2.4,1.9,15.2,11,67.1
1992,"Wisconsin",37.2,32.3,17.8,9.9,4.8,14.8,24.5,33.3
1992,"Wyoming",46.3,7.7,6.8,0.7,0.7,12,5.5,41.9
1993,"Alabama",76.5,33.3,16,3.4,2.1,27.3,29.4,63.6
1993,"Alaska",1.3,15.3,20,1.7,2.6,19,11,2.3
1993,"Arizona",36.8,25.9,6.3,1.7,1.7,4.1,24.9,36.6
1993,"Arkansas",18.9,19.6,12.4,2.8,1.9,9.9,16.8,19.5
1993,"California",8.1,220.1,117.4,28.9,15.6,70.6,188.5,42
1993,"Colorado",32.7,23.7,15.2,5.9,4.2,8.4,21.3,31.8
1993,"Connecticut",3.5,28.2,6.6,8.9,3.8,3.5,14.6,7.5
1993,"Delaware",6,10.8,2.1,1.1,0.7,4.6,4.9,7.6
1993,"District of Columbia",0.1,2.6,1.8,1,1.5,0,1.8,0.2
1993,"Florida",61.7,114.3,19.6,1.6,4.7,14.8,79,95.5
1993,"Georgia",61.7,59.9,19.1,7.4,4,18.3,53,58
1993,"Hawaii",1.5,17.5,0,0,0.2,2.2,9.4,7.2
1993,"Idaho",0.9,8.5,3.1,1,0.9,3.5,7.1,0
1993,"Illinois",76.5,73.5,55.4,28,12.5,45.4,55.6,63.9
1993,"Indiana",124.1,52.6,27.8,10.8,5.8,49.2,41,97.7
1993,"Iowa",32.4,21.9,10.5,4.9,2.7,13.4,16,27.8
1993,"Kansas",28.5,22.5,20.3,4.7,3.2,16.1,17.9,29.4
1993,"Kentucky",86.7,35.6,11.3,4.9,3,19.2,28.8,77.7
1993,"Louisiana",21,101.8,83.9,3.2,1.8,112.6,51.8,37.3
1993,"Maine",1.6,17,0.2,3,1.7,5.2,7.6,1.3
1993,"Maryland",24.6,35,9.8,7.1,3.9,6.4,24.4,27.6
1993,"Massachusetts",9.4,53.6,18.5,16.4,8,7.1,27.7,22.3
1993,"Michigan",67.4,61.9,49.1,24.1,11.1,26.6,51.8,64.8
1993,"Minnesota",30.7,36.8,17.5,9.1,5.3,14,27.5,29.1
1993,"Mississippi",9.4,29.4,12.4,2,1.3,11.2,23,13.7
1993,"Missouri",44,42.2,14.8,8.7,5,9.7,35.7,41.9
1993,"Montana",15.2,9.8,2.8,1.3,0.8,4.7,6.4,14.6
1993,"Nebraska",15.6,13.9,6.5,2.9,2,5.5,10.5,15.1
1993,"Nevada",16.2,13,4.6,1.3,1.4,2.5,10.3,18.3
1993,"New Hampshire",3.5,10.5,0.8,2.5,1.1,1.4,5.3,4.5
1993,"New Jersey",5.9,73.7,34.6,16.1,10.6,19.1,55.1,13.3
1993,"New Mexico",25.4,15.2,11.9,2,1.7,7.3,14.7,26.8
1993,"New York",30.6,109.9,54.1,35.6,28.4,20.7,61.8,48.1
1993,"North Carolina",65,52.2,10.3,6.3,4,18.3,39.9,59
1993,"North Dakota",37.8,7.8,1.9,1,0.8,11.7,5.1,28.9
1993,"Ohio",134.8,74.2,45.8,23.1,11.1,46.1,57.4,117.1
